0.0,2.2784213795036143e-05,-0.002685742213586952,-1.802141367905767e-05,-3.6168284654929453e-06,2.4490207015585712e-05,0.0022158447556707775,1.8554181736376262e-05,-0.0015429521898312007,-5.629602647083732e-06,0.00013072631096632589,8.654405761012807e-05,0.0062008855308900305,0.0002140301518987276,0.00556580447864479,0.0003513957877876949,0.004763544736108856,0.00042372094614939103,0.003886602922436879,0.0004757279888020787,-0.0004876714965495149,0.000490448373954073,0.0005623502470159162,0.00044447554599606976,-0.0032274140434476895
0.0,4.058667181464806e-05,-0.004366094419326741,-2.307984927789478e-05,0.0002133672679422505,2.194045553126514e-05,0.0015487532401956671,7.3660298858084965e-06,-0.0007384449101302542,1.4699608213459619e-05,0.00016809292073156415,8.581609401230692e-05,0.006048285459777464,0.0002246171502444173,0.0051592159531070785,0.00032653439875692094,0.004670381247375559,0.00044907301594554065,0.0032816655559263167,0.0005091510751035813,0.0025966249962038838,0.0004829748065567136,-0.0015859368183919853,0.0004618783722212257,-0.0013845755455675947
0.0,2.9802434234763785e-05,-0.002685571105648609,-1.004804968580657e-05,0.00010811247671708528,9.86714616415035e-08,-6.327695144273594e-05,1.2278876427003942e-05,0.0005820592110596134,1.9635155750985484e-05,0.00035783299333896716,9.163929300849563e-05,0.004327137680823919,0.000224130353540766,0.004231173195488219,0.00031983226933429725,0.0052521713896007405,0.00046247221975440284,0.006830689131699325,0.0005324390868854919,0.00025227978458527576,0.0004913113001200275,-0.0035083530056117546,0.00047145061556457495,0.0009924849910780823
0.0,-4.09801209426622e-06,0.0024604391763925655,1.0520281481294166e-05,-0.00214448434861059,-2.257372680097267e-05,0.0002518698272489081,1.5387877849791e-05,0.0019179143203775612,1.867780643959044e-05,0.00011592793468556319,0.00010328156270072002,0.005366266590791443,0.00020795760508153705,0.004188310333971764,0.00032375846419216723,0.005425402716232294,0.00046908410648564787,0.007783039637423923,0.000558940574033819,-0.0020902455764328187,0.0005046255577098193,-0.0005654977715017774,0.00043983903015239537,-0.004731753792145433
0.0,-6.540953514401835e-07,0.0011904464754041424,2.0246698139446646e-05,-0.0009864650298864709,-3.6202840394205564e-05,0.00025562205304308555,6.8479539765732145e-06,0.0010304720542196244,2.205876777140394e-05,0.00023371450670759365,0.0001054545339137044,0.005132348042411923,0.0001985763497409205,0.005322023503364362,0.00031905315736293797,0.006024253688877163,0.0004915005442493107,0.005370327660135459,0.0005664674764808371,0.0018215848239773126,0.0005216716007263462,-0.004813760313563844,0.0004497771544941696,-0.0018313979075904516
0.0,1.593483899392331e-05,0.0005765702164228304,4.758944143296387e-06,-0.0015264522360909974,-2.05355907122177e-05,-0.0018237198536448754,-1.4479346519377752e-05,0.0032532818237459046,2.4688403546323048e-05,0.00018674516304606787,9.30145082961485e-05,0.004493374061187757,0.00019265918083556134,0.0035187265823690933,0.00033174985576085416,0.009918418850847413,0.0004929190011865877,0.004639801031220027,0.0005773565647287998,0.0007052989147308068,0.0005468209909189946,-0.004542534603808296,0.00042884679308991073,-0.00454630237515871
0.0,4.920255170470746e-05,-0.004130034400588995,-5.869388156234744e-06,0.00025557991820744706,-1.5184737398309618e-05,-0.001401750824479259,-3.058777056349196e-05,0.0004488441135806231,1.7551029090170473e-05,0.0005070783007860685,8.357344359136542e-05,0.0038712783572748743,0.00017853175645595227,0.005846892997706328,0.00034529989029426504,0.007005165845148802,0.0005030085104867068,0.006356898423847124,0.0005832080889783558,0.0008769079529622687,0.0005678622967534728,-0.0031356389610287328,0.0004067534405700883,-0.009160910496061117
0.0,4.442356473723874e-05,-0.0019308034848637226,-9.62613307847013e-06,-0.0021117097758950455,-1.4109961891108509e-05,-0.00019592353534481674,-3.104552970386585e-05,3.222386108307242e-05,-5.0238510176358955e-06,0.0004759022327511279,6.428533043193706e-05,0.00292669154467404,0.00017750278698421535,0.008228080764684571,0.00035149100175260446,0.006085826113764394,0.000511889194679856,0.005533866818317157,0.0005953362034518028,0.00333630787774194,0.0005741902416772821,-0.0044161506130295175,0.0004264859907253601,-0.007901384955615135
0.0,4.587559304630575e-05,-0.0024886913845071825,-3.678076107989574e-06,-0.001787822490717104,-2.780770459269076e-05,0.00018791597110850397,-1.8519735912006636e-05,-1.6632874890507845e-05,-1.9951258289719117e-05,6.492136240623679e-05,2.604105951331484e-05,0.0055124500025217505,0.00018446004362985416,0.004932398819968386,0.00036764785542914996,0.009948171187207781,0.0005038534503327588,0.005570997202775825,0.0006139544843557251,0.0016743462685125006,0.0005769948820902269,-0.004725876258156529,0.00045938725985000134,-0.004945546626751732
0.0,4.3907214680944725e-05,-0.0023676910446541015,3.5488481881300284e-07,-0.0018081960005021697,-3.5889222384099154e-05,-2.543360151693553e-05,-9.035923637503502e-06,0.0013785753004004666,-3.478141706288632e-05,-0.0003801601472038228,7.76694062276536e-06,0.005472142703940993,0.0001845681433850305,0.009926561283056533,0.00036406711043278437,0.0061090156474528316,0.0005241946727964284,0.0059024611227628445,0.0006173016375573058,0.002342260589068087,0.0005801684574632186,-0.0042207796827219216,0.00048886279736591,-0.003861911239405996
0.0,4.0493788948574975e-05,-0.0016535106026966627,2.716858002565449e-07,-0.002557544546573365,-3.221766053077941e-05,0.0014950596624212218,-2.2572551936754896e-05,-0.0009067289770095309,-2.1238885817947547e-05,-5.625933764811364e-05,-9.317226054515683e-06,0.003988912643572,0.00018274332876932402,0.011139932818779296,0.0003708944750281273,0.006187167998972103,0.0005340639307102646,0.007039459191463862,0.0006183029307522375,-0.000439276514776784,0.0005895270517275209,-0.0016763127920652837,0.0005076292244643529,-0.004654031596931667
0.0,5.013488072425348e-05,-0.0023731232309065564,-1.0311920520396828e-05,-0.0018549649129746128,-1.9679554512764572e-05,-0.0013904034534675028,-3.320292791506329e-05,0.0010720564637119489,-1.2280596273011072e-05,-5.5300914072322915e-05,-8.099382665122312e-06,0.0035675327352911864,0.000168668969959831,0.00913770387334088,0.0003850167633472701,0.009404018423062783,0.0005415211247659532,0.0059404249099705144,0.0006164011302539917,-0.0004139809659450851,0.0005960375270306608,-0.0023011507075339412,0.0005523645328971331,-0.0009527469833090816
0.0,5.704120044050239e-05,-0.0045361519420834325,-7.47443614881849e-06,0.0003061496671399182,-2.3153662082875643e-05,-0.0025631057356730862,-3.3440145296736914e-05,0.0004751897869966885,-1.3943844224697069e-05,0.00018805862219519465,1.7371038479755335e-05,0.0028006520962814857,0.00014518674739329978,0.009849312789919714,0.00039031023561077535,0.009929362900208547,0.000559417931427276,0.002644274081360384,0.0006130475157375678,0.003043031291328701,0.0005994597275441303,-0.0018116837865295617,0.0005880678643800089,-0.000162320663517911
0.0,1.7528767259583076e-05,0.0013652432898045039,4.93699473510764e-06,-0.0030997305519146335,-2.58015318854015e-05,0.00039187661951723015,-3.5526389581118537e-05,-0.0005738835741715641,-7.559999383278931e-06,0.00033837860733215605,3.5168700547206887e-05,0.0030325299058503717,0.00013071002421128134,0.007497702002080103,0.00040036184428773696,0.011525427148615288,0.0005652473271357078,0.004424944933824013,0.0006049190839207504,-0.00022992824838296926,0.0006171279124955053,0.0009620595458613312,0.0006038428053065497,-0.0015502596569661902
0.0,1.783844812360304e-05,-7.139121133486483e-05,1.0629758825924955e-05,-0.001286615365210615,-3.309390314536688e-05,-0.0012033097424983003,-2.1556547675142e-05,0.0017341725115360925,-6.757695481864863e-06,0.0003101751934438149,4.148945854723684e-05,0.0009488175280744011,0.000145584707604669,0.008300602321602077,0.0003825408521655303,0.012339525889897281,0.0005794524074484447,0.0040568518477875,0.00059949320677844,-0.00045947553827456044,0.0006283618455431481,0.0013031568694768553,0.0006410394370066784,0.0005084615047510681
0.0,2.706048578790383e-05,-0.002441228685170532,9.106166596820377e-06,0.0002512394264979266,-3.0702172015304316e-05,-0.0013634891636765327,-1.7203263450877725e-05,0.003014199702956422,1.2788383238008421e-05,-0.0003253093089891282,3.328417780967801e-05,0.005166049514505147,0.00016178048877213226,0.00695126674146744,0.0003706665243655327,0.01042155937998176,0.0005808332388535956,0.00455639651715998,0.00060805020723108,0.0010645642792659173,0.0006297096657045372,0.0013502061623435026,0.0006865363470227455,0.0029429827128287706
0.0,1.3977533360326674e-05,0.0007640580871309251,2.05035601622162e-06,-0.002310407164949353,-2.0433127770172124e-05,0.00020919047791850788,-1.3696327297223712e-05,0.0013697103211173386,1.35069359051148e-05,0.0001316580405571876,3.693072452967931e-05,0.0027708973206230303,0.00018191411303266342,0.007517553343747891,0.00036926468512590957,0.00995552293778773,0.0005555465945800942,0.006107078357898266,0.0006304686945244873,-0.000639704673871347,0.0006340439813636742,0.0033229162186206793,0.000717132103463227,0.003225033584392453
0.0,3.0280402093272267e-05,-0.0018127890291041305,-7.3417098559091054e-06,-0.0008692966067309408,-1.6036658051323736e-05,-4.7273394007846484e-05,2.0349725308988537e-07,-0.0005467989887612888,-3.3168509826856497e-06,0.0003800418315868366,5.690145701022125e-05,0.002771116818076569,0.00018596412662474527,0.00901566421903515,0.0003741308454809999,0.005645792100402767,0.0005366942523447032,0.00901893251353262,0.0006356688888903279,0.0009087089419226389,0.0006505079570776361,0.0005033753240180261,0.0007599414683405004,0.007767478612955936
0.0,3.57385527004654e-05,-0.0025328146463068353,-1.6973327607006198e-05,-0.000909072186930661,-3.0948111976856455e-06,0.0004358746815861199,5.023253840050099e-06,-0.00038127733342991385,-6.134321951396594e-06,-3.115472656945033e-05,6.0804668429468625e-05,0.00662031865185103,0.00020325006763885394,0.006546969973060752,0.0003708272546904612,0.007500219948052287,0.0005125139672316416,0.0047312341148581195,0.0006482268358650556,0.003986892977341292,0.0006740009935377183,0.0035337801563918017,0.0007451289723650094,0.0015623427040562783
0.0,2.9141172539620857e-05,-0.002424054801041662,-1.687033606076706e-05,-0.000860791826035897,4.160457810258953e-06,0.0017230078277881656,6.712503669750889e-06,-0.0013204258167375806,-4.141929852028069e-06,8.334254711439342e-05,6.533492142334766e-05,0.006738325327678255,0.00022393241300402894,0.005665062047365065,0.00036212379462599364,0.007118032155332675,0.0005075644314790761,0.00577337594674602,0.0006229149514088202,0.005456047131410039,0.0007230372633561566,0.00019481557878517618,0.0007526893382026153,0.003293760191709385
0.0,1.5259818967913505e-05,-0.0019248498310731961,-1.0383766549186333e-05,3.639880095330216e-05,5.936326058614658e-06,0.0011059641998263767,1.2472409886732513e-05,-0.00036276490932700704,-6.2827487540720135e-06,0.00022467229221459186,8.111219003367889e-05,0.004518317696843072,0.00023614281418730517,0.008055126707564694,0.0003560303942102739,0.005329270027615274,0.0004938250930588693,0.005476815578829609,0.0006171170471036851,0.005709366452872479,0.0007598770250411816,0.003945916835041363,0.0007263508529003738,-0.004139321919543941
0.0,-9.923054592445925e-06,6.228523979351238e-05,1.0881444858548044e-06,0.0004267382292245355,7.7254911025038e-06,0.0010545472104075706,9.24909858362609e-06,0.0002056084044793693,1.2564725338252289e-05,-0.00014008735171147624,8.873817085343264e-05,0.008317407059636827,0.00023240257585019233,0.005399019726542852,0.00036922521024056345,0.003877230754889085,0.0004681815451718836,0.006145193472865969,0.000626312741687803,0.007789773643205185,0.0007717075792171867,0.004020687828596962,0.0007597646427523438,-0.003270310369645028
0.0,-3.398556200651234e-05,0.002406416422581165,9.911994740525625e-06,0.0010984996568900074,7.711637562897175e-06,-0.0009644406472828114,1.2075974195460257e-05,0.0004871179494563046,1.580386328556071e-05,0.0005177680291935559,9.939269433401057e-05,0.0032709483588048414,0.00024671389962633477,0.006501346444386014,0.0003618324388528141,0.005355941895601722,0.0004511253715008417,0.004224006666108094,0.0006403503793779623,0.0107541397026554,0.0007671380652516964,0.0012538931415938912,0.0008414840831274328,0.004782604554714121
0.0,-5.309493282844501e-05,0.004310058833444305,1.4677490371486188e-05,0.0009870934004991762,1.4382414324576894e-05,-0.0010367637078264097,7.887662547448593e-06,0.0008225145284661399,2.5536207391804228e-05,0.00019904792773011373,0.00010800564135382742,0.006364507894620094,0.00024118356182783413,0.005618625802742195,0.0003616976870006271,0.002296520516918684,0.00044499096191970636,0.00814117391874882,0.0006415134983960702,0.007630488017865256,0.0007729207677151414,0.004612616052924358,0.0008816581058562217,0.004843920860658086
0.0,-5.012943960065946e-05,0.0025833336908440965,1.5024868777920232e-05,0.002538327400141984,1.804850309398705e-05,-0.0008631803839270285,9.826561702426854e-06,-0.0003291928365534255,2.15363028486217e-05,0.00033047390139480967,0.00011230188048060454,0.005969040798670797,0.00025247911215103597,0.006434876831365246,0.00033509175775454393,0.002587210581617225,0.00046057430336101404,0.00733824351553497,0.0006331072008184912,0.006087159743749027,0.000780810407446702,0.008732976790237735,0.0009157225746976443,0.0035240610315386525
0.0,-5.418886250634844e-05,0.0037740131895574107,7.201953622512273e-06,0.00134253652701443,2.9921635696498436e-05,-0.00045545246620097996,1.3184817667670154e-05,0.00023777899010377925,1.0594318486227739e-05,0.000151350722694606,0.00011225458719779457,0.0072016965188444375,0.00025584639921732565,0.00371838489337412,0.00031811702566904206,0.005461220854114566,0.0004797720770038809,0.00686763498266858,0.0006103890268488406,0.0066892758410184395,0.0007916137966183402,0.005605298125312797,0.0009982695146517956,0.012605783983561724
0.0,-3.943731545231759e-05,0.0009579116618450742,2.7052485048476696e-06,0.0025887342621974453,3.1350261925331714e-05,0.0008417307301893386,1.9742468638661882e-05,-0.002161182432157431,4.5726711471414256e-07,0.00022149022755817849,0.0001169788603428623,0.008627740452411796,0.00023745007467160573,0.001769649949300145,0.0003255042401382832,0.007515968920778732,0.0004737504217988909,0.00512286511044381,0.0006148469923124288,0.0058002645243630645,0.0007937109633729758,0.011442880972657886,0.0010220713741840941,0.008509685197708509
0.0,-4.034182943214413e-05,0.0021006609455189802,-5.502458488043952e-06,0.001264538854431815,3.889779938580281e-05,0.0009634469396248896,2.496187310006893e-05,-0.0015262246577761307,-7.227636447455453e-06,0.0002903394608926491,0.00012189716842771308,0.006090863152918978,0.00021096800117494913,0.005343519802480153,0.0003368782033386821,0.003710043042330562,0.0004763516591710812,0.007145437867937936,0.0006036427819981249,0.007047890622780226,0.0008018651372178184,0.010613576245339363,0.0010810552505165056,0.012791236343363698
0.0,-3.249310282071579e-05,0.0005198721715408151,-6.35618801244066e-06,0.0021182015530320673,3.737915605915438e-05,0.0014201051474204357,2.3927924853157545e-05,-0.0026266978919189583,1.731336492908688e-05,0.0006328518440689942,8.674955602619428e-05,0.002787896563925944,0.0002117882805409269,0.004960155960220178,0.00034557467995236397,0.007241693665779951,0.0004611094932907735,0.005400824508933645,0.0006067672222262843,0.007026536303938091,0.0008115289976418969,0.01160191331918546,0.0011221674148171436,0.014538903975930575
0.0,-3.8261676342073837e-05,0.0015866753091229855,-5.820558981332203e-06,0.001615893195133261,3.608937362763403e-05,-3.423184843325043e-05,3.0845409266750684e-05,0.002134630626569918,3.283018592444114e-05,-0.0004784049800484679,5.514167992579794e-05,0.005666343949853473,0.0001986082931752229,0.006592347548950877,0.00035035352852147986,0.005224147273956365,0.0004595554541851214,0.004654119410723991,0.0006008501449158132,0.008847765655460272,0.0008289581032681142,0.012330669376246623,0.0011465205361667489,0.014296691572793207
0.0,-4.060192043451472e-05,0.0004063217413620172,8.641775924696835e-06,0.0031627841545917145,1.269602378159689e-05,0.0007855081901672427,4.616054085072122e-05,-0.0005802012772249677,2.1449402939033296e-05,5.8510622732355e-08,4.0454816336657705e-05,0.0017049359752504436,0.00018980700323809188,0.010459775883735225,0.00034756332508623,0.0046210276700710045,0.0004571863906021849,0.004400711408126588,0.0005941381034389293,0.00851130808785866,0.0008546502618377883,0.013435710279561216,0.0011572842909581974,0.01316676956980661
0.0,-7.256609596897625e-05,0.007542687639596439,7.153854178775856e-06,-0.0019402628800097126,1.9141672533718486e-05,0.0023166901638166084,4.072999609723243e-05,-2.1505912915830786e-05,7.834536601208857e-06,-0.00032647409043295555,2.961957658498415e-05,0.00379709534452332,0.00016975014533938753,0.008028774177115238,0.0003554112750823533,0.006437791156115647,0.0004447927841790594,0.0051411816002404735,0.0005957611351991914,0.007808097534394852,0.0008766679886775933,0.013477694519851247,0.0011755452284748,0.013727837384141933
0.0,-2.2091052728203987e-05,-0.0011094725810149135,-3.015029651047958e-06,0.0032518993608305715,1.969084327971975e-05,0.00029545614392818354,3.097147009266468e-05,-0.0024003034568888144,-8.028717952986528e-06,-2.2147797622977242e-05,2.6554939221062828e-05,0.0040118616132066845,0.0001589049761352843,0.00781314328793011,0.00033748680973311537,0.007242289953097504,0.0004477157168285841,0.002118655475282993,0.0006081942549709472,0.012178820120959244,0.0008834107494228715,0.013341379739800478,0.001199400170612811,0.013595963849307176
0.0,-1.636089897752465e-05,0.00010683692622880372,-1.867128732377692e-05,0.0012656109028465357,4.1838603609276096e-05,-0.00029509046678500694,2.9171909293636438e-06,-0.00103244517043964,-1.5143295400328846e-05,-6.727750516785236e-05,2.5351848765349625e-05,0.00418557109491345,0.00014755880007807313,0.006864934015883353,0.000320414772065975,0.006150853061070087,0.00044976429790469376,0.00602682631415465,0.0006143113802352221,0.010694589395950048,0.0008998633692749637,0.012972521790644438,0.0012208780319343548,0.01486195284321246
0.0,-1.7517763165269846e-05,-0.0004196249912577888,-1.0327110463712282e-05,0.0015098564714695734,3.5210260532740194e-05,0.0013908293286324276,-1.598735023802152e-05,-0.003845957114069782,-1.4489606409720757e-05,0.0005474083659506191,2.1575001546622967e-05,0.0018350384175282158,0.0001483520000692132,0.006260049422258628,0.0002926612714593478,0.007285378174162603,0.0004457139251075695,0.008192811799733945,0.0006361251442647765,0.007810033288164684,0.0009107472605451123,0.01572202308609612,0.0012243929561072885,0.012304979290813705
0.0,-2.9970955913595217e-05,0.0007038144140476421,4.713192756840348e-06,0.0020096100806364196,1.601582691406966e-05,-0.0009412214821931103,-1.1008775058967688e-05,0.0005287154507558501,-2.1562930219692213e-05,-0.0002796531868042123,2.786446471320868e-05,0.005075834316074432,0.00013372808584667266,0.006248160897762989,0.00026213463948478004,0.004859026073865411,0.00045482694852589354,0.009034671073074225,0.0006535395826085561,0.011254760124099187,0.0009146761193164721,0.012239925255431277,0.0012668166586902966,0.017164582063418712
0.0,-5.165748321624002e-05,0.003613971820794122,2.415505444979654e-05,0.0013630736395926191,-1.0399194189298957e-05,-0.0012779991679016656,-7.915114165783013e-06,0.00043341855839682984,-1.2831331618096845e-05,-2.7644812759752866e-05,2.5247360496630337e-05,0.0040167368732321775,0.0001283287361958511,0.002754885200116764,0.00024386422571415507,0.009433386193913724,0.00043729232692329257,0.008809237123931755,0.0006849439774282814,0.009773118159500705,0.000926414970735612,0.013692079003045761,0.0012669817619205468,0.01528037679830835
0.0,-6.200569705146038e-05,0.007043064336720914,2.501937814428108e-05,-0.0012635936380844441,-1.7040359295191e-05,-0.0011463195715125548,-1.6208697574698124e-05,0.000809502785904064,1.0657159130111339e-06,0.0001761296292819248,3.725315948739485e-05,0.002292524955007492,0.00010465956061082796,0.0041809567388204055,0.00022711677674029605,0.006056171269012557,0.000440992293993885,0.012718320580946728,0.0006889818959866645,0.010259852767111185,0.0009546564178420905,0.011455966130181499,0.0012671923637554317,0.015698742966231593
0.0,-1.0109807411154114e-05,0.00035988019751627653,7.786620352152002e-06,0.0013383233509801373,-1.7370985776499937e-05,-0.0028830549874330337,-2.3178255119957465e-05,0.001008493623981959,1.5646060090895766e-05,0.0004160997734815219,4.2851155478472436e-05,0.00034455004836335705,8.813948706983271e-05,0.005071211253594425,0.00020758563276866755,0.006497580885401721,0.0004372247240310438,0.010730235972674997,0.000707320993420481,0.012569391549700486,0.0009784310612094035,0.013626540851263235,0.0012336513641009995,0.008808754488243618
0.0,2.1878952720115323e-05,-0.0015791849469309978,-1.3283662169741834e-05,-0.000433820393163738,-9.660746454108222e-06,-0.0017789895220765325,-2.818255290049189e-05,0.002129794735966861,2.5986659811087343e-05,8.960583524953838e-05,3.653616069226978e-05,0.002521222300059548,6.911293606071975e-05,0.0005026900809711285,0.00020558186491322482,0.009609979541880089,0.00042462557189215693,0.011884166788348633,0.0007154187104827958,0.013074263856929745,0.0010079237528848094,0.010198956897908127,0.0012401390187637546,0.011169524795944585
0.0,4.457113443695906e-05,-0.003584287528312832,-1.8994456516822183e-05,-0.001557541541339263,-2.4736973091422946e-05,0.0010682926092643625,-9.13741417044583e-06,0.00027416454640948973,2.9335187312428382e-06,0.00045915851443227763,4.118056532251722e-05,-0.0013665329209522703,6.0085894055543525e-05,0.0040071495362599,0.00018306407389607216,0.009255422675117683,0.00042476043274772025,0.010303732642627393,0.0007303126535672201,0.015435281236234168,0.0010261326875201586,0.01022794117779644,0.00123392059659561,0.0088509268116334
0.0,5.6327768064670266e-05,-0.004090435045520661,-2.166863584509532e-05,-0.0030531157102160478,-3.819294060613714e-05,0.0033264069016304453,8.112710694513313e-06,0.0003635117236259574,-5.033767760317719e-06,-0.0002711554163540382,2.533486870438675e-05,0.0033084053552955473,4.272836449553311e-05,0.0024125041360785896,0.00018038893213709865,0.006475607175201921,0.00041836978825929283,0.014621556838532083,0.0007424980069704674,0.01385629089449767,0.0010429051082284232,0.011412223406578145,0.001232079623017683,0.006663654977977694
0.0,7.152535252676183e-05,-0.00492029037410292,-3.0299185760490573e-05,-0.0031990642597208825,-4.2440262463786036e-05,0.0017833166578628224,1.6491389696633837e-05,0.0015265723286149815,-6.23595035362605e-06,-0.00012529529678598588,-7.888525440217003e-06,-1.0733741859674298e-06,5.939141495642204e-05,0.0024423970922424557,0.00015710972767995492,0.009537946972365386,0.0004150689743829566,0.013422780750266228,0.0007622512443785343,0.014368027468178477,0.0010452618642601181,0.011122548137331026,0.0012616755903828698,0.008623825929286394
0.0,7.961714433007713e-05,-0.0057563165611962995,-3.4343516954988575e-05,-0.0029775698974979937,-3.8683540224541705e-05,0.0017217655922969453,3.0083190966544527e-06,0.0008323354642222591,6.6975505077496786e-06,-0.00025214785215968855,-2.7359645338743466e-05,0.0011017275817998837,4.730480634993791e-05,0.0036564835274963707,0.00014935663929743951,0.006145241588065807,0.0004237703469464581,0.015854323489812847,0.0007654917544850228,0.015872732882220204,0.001048666949031538,0.008560391532003522,0.0013099763868370967,0.013783750106462392
0.0,7.130230589161956e-05,-0.0049172613976511655,-3.0896929764557835e-05,-0.0027731651211647577,-3.5563545527827614e-05,0.0009657383951377324,-1.1412720186400655e-05,0.000606752866753737,1.1867583648422163e-06,-4.667520592684577e-05,-2.4310832037797096e-05,-0.0005062630871564765,2.267549593504197e-05,0.004902646362456407,0.0001572704346301969,0.007292636662828316,0.0004131495674983037,0.01520988442416483,0.0007826300112841961,0.012861531681581353,0.001053534990344548,0.014889401284649353,0.0013019657446679592,0.007343139452588696
0.0,5.0585530194592525e-05,-0.003351201176712735,-1.8125590584713502e-05,-0.0020223278674925986,-3.765281789402646e-05,-0.0001716405702058304,-2.2920456848702847e-05,0.0008026098515661988,-1.1771010902592347e-05,0.00010394081769378382,-1.5473893396275998e-05,-0.001302801187615363,-4.160827018117645e-06,0.004302191598164507,0.00016266768146603835,0.009029637891989722,0.0004266387634252202,0.015335658527480703,0.0007634318517788744,0.014021994433296298,0.0010690568747389047,0.009807384606380306,0.001364214272218648,0.016449581421779838
0.0,2.0836856752476464e-05,-0.0008603589262737845,-1.265822797746273e-06,-0.0016397726381261828,-3.898612147646479e-05,-0.00047575394873535296,-3.80980456846786e-05,0.0008247144620546851,-1.2607707470859563e-05,4.839136366846789e-05,-2.1169688476597727e-05,-0.0004896400951956241,-1.3858200144550157e-05,0.0026500784661700077,0.0001554894975080998,0.013442240964862073,0.00044054963227787376,0.009906428211947184,0.0007588163452082568,0.015976435703680653,0.0010774891128809696,0.01353137781489818,0.001368449804693032,0.012168298222992903
0.0,-1.116665667258703e-06,0.0009032565939577251,9.235049875075448e-06,-0.0008454967889545109,-3.655861869001235e-05,-0.0020966058573513337,-4.86738202711382e-05,0.0019561009081879043,-1.248116251240387e-05,-0.0001522603866454641,-2.808909041122806e-05,0.0006583221415561878,-2.7466033360757747e-05,0.002327279586928973,0.00015897275584477675,0.011348405748942593,0.00045703741599188973,0.013574039952568916,0.0007375504996165164,0.01359606058743276,0.0010954286734791944,0.015466937593831508,0.0013840580015308324,0.011224244455227116
0.0,-1.0868043232493321e-05,0.0012846433420261505,1.3617912700600144e-05,0.0002768178853209657,-3.468168019708162e-05,-0.0033969986267630477,-5.144351199648678e-05,0.0010884982551076761,-1.7635405151893425e-05,0.0005107911661010561,-3.979776136172576e-05,-0.004792890751970381,-1.7634489287297975e-05,0.005191370731999119,0.00015361798964585934,0.011459583140356987,0.00046000510192300084,0.013848147509400086,0.000738774733275329,0.012920014417977448,0.0010934849298667997,0.016242024812840785,0.0014298766374842358,0.014057087946267179
0.0,-2.21183460071888e-05,0.003135559785687793,1.0341752287842778e-05,-0.001237805034560181,-2.2576043592803672e-05,-0.0018474993268800023,-5.579508504487219e-05,0.0014086176983550815,-8.39380382657441e-06,-0.00023956324674080897,-5.860022573569846e-05,0.0006449872672770273,-2.166906387262612e-05,0.003276144338024438,0.00016867984286005955,0.010767176083625598,0.0004443428347947257,0.013305764152936118,0.0007580623256567555,0.01443972933934598,0.0010770115239454642,0.01612517227453408,0.0014930464622921512,0.01878662116096073
0.0,2.4558703521260094e-06,-0.001466894558565399,3.835191046300835e-06,0.001437610809775982,-2.5054195112871722e-05,-0.002218980424901747,-3.4348114791519745e-05,0.0002514511820333455,-2.77435187066449e-05,-2.507832590016715e-05,-5.934997717288049e-05,-0.001681701190018787,-1.3648060791218329e-05,0.006197656602591606,0.00017172849791498833,0.010266841349561268,0.0004332806045888448,0.012600957444512288,0.0007667801074586613,0.014344033180184861,0.0010757939677807163,0.016222397062188993,0.0015367532960788007,0.022117098793707858
0.0,-4.228829166708529e-06,0.0012222863366917669,-8.046418636087634e-06,-0.0017192481508827703,-1.341604317667592e-05,0.0001504191973950616,-2.10657175740796e-05,-5.165266269620893e-05,-3.433622005230381e-05,-0.00020395329172699737,-6.013607357272546e-05,-0.001092762696851865,-6.201932411882459e-06,0.006789900888123733,0.00017564340862613134,0.008678177368344765,0.0004326686799567611,0.015067827849512308,0.0007500951348376798,0.012162542878855003,0.0011017830982441525,0.01686346758006768,0.0015425577809627957,0.021690059197961284
0.0,1.7159535345694556e-05,-0.002284825599335197,-1.7311009090734673e-05,-0.0005611990592989605,-9.742591957459407e-06,0.0020778272020753833,-9.65874420028016e-06,-0.0025605267962395626,-2.1217197696013833e-05,-0.0002326852171901117,-6.501284207643802e-05,0.0011007012271118794,1.0564744085502517e-05,0.004987471573946209,0.00016949640306302826,0.010058171186336165,0.00043605026780371345,0.01145384842056356,0.0007398583468599903,0.014783668928311034,0.0011250068083970663,0.01980379568909618,0.0015198322071806652,0.015279773000918415
0.0,2.8055262174449232e-05,-0.003226468692547808,-3.053698974651073e-05,-0.00010898822687837886,-9.79393867773114e-07,-0.000397578511933528,9.147325742994904e-06,0.0008745611637501139,-2.2244200994390273e-05,-0.0004334134320924648,-4.578931914732058e-05,0.00039716721885401973,1.4901502964577881e-05,0.004663627140605564,0.00017420844526676448,0.009744692987005272,0.000435679603399347,0.010993771954790055,0.0007243398807828775,0.017895929732352062,0.0011476083152206608,0.016560079410851327,0.0015408834006158606,0.018260058955020194
0.0,1.475110605118829e-05,-0.00236587295985674,-2.3271026463008456e-05,-0.00041506390812153996,-3.8347540483179265e-06,0.0022610563606064284,1.357969165718785e-05,-0.002034045577317267,-4.634435639774061e-06,0.00017301579127962217,-2.1335651821699414e-05,-0.0014378122283028555,1.4878524336959299e-05,0.0035931116053666183,0.0001945454403391616,0.010349158380506011,0.0004074055083881443,0.011802127116804317,0.0007376514363145607,0.016138368697073413,0.0011578632528743806,0.019425165065893486,0.0015378078066651782,0.015040932036181323
