‘ª’èŒ‹‰Ê‚Í‰º•”‚É‚ ‚è‚Ü‚·
var_list,"['var_list', 'var_qty', 'dt', 'fs', 'simu_time', 'qty_x', 'total_length', 'height', 'depth', 'young', 'density', 'fix_type', 'damping_ratio', 'f_position', 'f_wave_type', 'f_mag', 'f_freq', 'k_jig', 'jig_position', 'animation_speed', 'sampling_length', 'vec_length']"
var_qty,22
dt,5e-07
fs,200000.00000000003
simu_time,0.03
qty_x,12
total_length,0.25
height,0.005
depth,0.02
young,205000000000.0
density,7850
fix_type,
damping_ratio,0.0
f_position,-2
f_wave_type,impulse
f_mag,100
f_freq,3000
k_jig,"[328000000, 328000]"
jig_position,"[8, 9]"
animation_speed,100
sampling_length,6000
vec_length,26







0.0,-6.744937591839899e-05,0.00543137418018896,2.7739194880232435e-05,0.0021808120496218148,9.01041685618332e-06,-0.002051669710103691,-1.778335592232048e-05,-0.00031965477959301536,2.2511868266884303e-06,0.00030392094935469425,2.5911356276837113e-05,0.0015777406544108823,0.00010017687735472606,0.0052138093750242484,0.00021766943545784337,0.006068576894351587,0.0003367152498444866,0.00543650842259273,0.0004940457587064224,0.010636066337326569,0.0007998941019563408,0.018212152073275718,0.0011828959035527537,0.018858714132186778,0.0016492199798121524,0.02448948538957366
0.0,-3.6643277809205756e-05,0.00268448138803163,1.0346296554354833e-05,0.0014940370872607179,8.418585075782647e-06,-0.0018194749269569213,9.802415812484948e-07,0.0010614979048852453,-6.394707442234456e-06,-4.7651977622910815e-05,4.4700897666998143e-05,0.003613240440346566,9.43476113878451e-05,0.0026623885092988153,0.00020747730435726272,0.006790331488072067,0.0003193853525379007,0.004683898664739689,0.00048281699644985016,0.012661365597911388,0.0008011330562130772,0.015639415995243225,0.0011842028600122716,0.022005648365791823,0.0016186471567776202,0.019549992198838663
0.0,-2.9321192256877095e-06,-4.1422536143291056e-05,-9.215647117060155e-06,-0.0005657336384565704,1.0593911459996853e-05,0.0023660242903178075,8.713539395147354e-06,-0.0022036859960832297,3.0984996376649763e-06,0.0003679986135698817,4.7994931260151406e-05,0.002300513416881544,0.00010449782865820251,0.003076017478829496,0.00018712456118447882,0.005211722049827173,0.0002960427220880976,0.005913394489307942,0.0004911247015802406,0.011945598623591644,0.0007873518570833687,0.018044792431814657,0.001188100225512115,0.018758141023585268,0.0016166753331797465,0.021981237654531204
0.0,4.215971018401257e-05,-0.005445594102273983,-2.8875867060472764e-05,0.0004056537575046322,9.01958024597654e-06,0.0014440873912098392,2.546111091463071e-05,9.623722996110006e-05,1.1829152392886574e-05,-8.03539974378514e-05,4.411477075471913e-05,0.0030600254149943445,0.00011401322140489406,0.0038197983137474504,0.00016399997298085004,0.0009418586711527855,0.0002820854724053136,0.010416524385507261,0.00048556017249693726,0.010455584307012109,0.0007893080525744334,0.01734556436829317,0.0011877643501122877,0.020550524102019838,0.00158613870675133,0.018050078138618714
0.0,3.73220697458399e-05,-0.0033365728677691477,-2.7153907122755843e-05,-0.0018438008851919222,-2.2207600644554737e-06,0.0029131553410988113,3.643809038219693e-05,0.0004438461848721471,2.197249939394636e-05,-0.00018998951788345213,3.799861934219213e-05,0.0033370749693425595,0.00012406943938909752,0.0015752192389282369,0.0001419380491774864,0.003758250289661518,0.00026088867135947124,0.007209207889957994,0.0004932779069164385,0.013310693584706183,0.0007850425519758171,0.017082461164041822,0.0011836119833432573,0.01896182036677464,0.0015802680197599998,0.01936076742755515
0.0,2.4361190512034367e-05,-0.0017331705333882073,-1.49081957017327e-05,-0.0020517084855324985,-1.782414495197218e-05,0.0029316647461868264,4.1697000400739775e-05,0.0001990056761493719,1.5095784691794625e-05,-1.024306802787476e-05,6.090406976523966e-05,0.002659442093685488,9.885259750772328e-05,0.0019160568722299217,0.0001401783982649669,0.001739105411570928,0.00024532030453658425,0.009332797813996803,0.0004798387868959885,0.013422734612407304,0.0008052242516521117,0.01591222403256364,0.0011656944391723433,0.0199307437251565,0.0015714063018944658,0.018668519132392057
0.0,2.0563567661300703e-05,-0.001867309854310476,-1.0854032353505822e-05,-0.0009025283505811457,-1.3398349591063342e-05,0.0010870042954156762,1.9582300267187457e-05,0.0009857495063474331,2.338178914492949e-05,0.00018815011778885963,6.856630721044414e-05,0.0017981699042223407,8.191354265702625e-05,0.0009841751222550185,0.00013209274488596616,0.0033436304185924808,0.000231494935585665,0.007378916195020677,0.00047764333638418584,0.015201456646224657,0.000810173296837266,0.016851026419624465,0.0011545875679608562,0.016555156393336743,0.0015774226568585439,0.02267123563336571
0.0,1.074043185998777e-05,-0.0009813313338511574,-7.667187188213878e-06,-0.0002686157615342732,-1.409749439238552e-06,-0.0006135272391695639,-1.235449922147159e-05,0.0017112116233755357,3.497668512350277e-05,0.00030074991192593196,5.7714626350091425e-05,0.0012885368108652175,7.628696906475472e-05,0.0002889145932715708,0.0001133891652572653,0.004157112056156978,0.0002308708279737522,0.007214024215240842,0.00046852403527463993,0.015964281468444478,0.0008125539046936115,0.015313543718424805,0.0011567423221255303,0.018595721622193435,0.0015305069113928842,0.01718072502861053
0.0,-6.349121081321237e-06,3.879807288902635e-05,6.902046591641576e-06,0.0011320314955440285,-9.331228791399311e-06,-0.002117551602592473,-1.7718945198872518e-05,0.001393159345206246,1.4736652985349222e-05,0.00039083662018177674,4.9949311825793586e-05,0.0006949492447594376,6.43558782719089e-05,0.0013098799490331272,0.00010000845481173852,0.002736118125576259,0.0002262008893783473,0.00988236604670146,0.00047074577727326935,0.013072196771297642,0.0008026169072875417,0.018083406887129068,0.0011621996299383843,0.016403359647212862,0.0015007018759691808,0.016179558620837642
0.0,-3.7521719439417365e-05,0.00473165216911076,2.0084124340320463e-05,-0.0008545225126210945,-1.6017689732152936e-05,-0.0007886164427480542,-1.677530942464582e-05,0.0003045217554635525,-8.97587698419231e-06,0.00011641436390759194,2.8575458613021752e-05,0.0027584181668456114,5.5150074510757426e-05,0.00024515962023788704,8.620526946678647e-05,0.00340881081362099,0.0002251429914721146,0.00995925826581993,0.0004739568311364526,0.013209190243256203,0.0007901783309210458,0.018255852315831354,0.0011673956813163197,0.015458027067618467,0.0014685483981179113,0.014465424920896466
0.0,-1.9800680584446273e-05,0.0018557284845606274,1.2303584949387668e-05,0.0005433864617569056,-9.989628697322281e-06,-0.0015608937176019458,-1.8639187023804486e-05,3.3280983370684436e-05,-2.4786691530687175e-05,-4.551663446631106e-05,1.6975451491023148e-06,0.002865703639015483,4.4728994362302136e-05,0.0005833236537270852,7.408826495500001e-05,0.004161107244967556,0.00023019943683909763,0.009427518531602152,0.000465672012988948,0.01445670091047538,0.0007955781116465356,0.01584801817196386,0.0011560534778286085,0.017712965997720247,0.001441678516404027,0.011263201894181828
0.0,6.234065798124144e-06,-0.0012276788110842517,-5.003116243291039e-06,0.0007246507083080785,6.1325713510326085e-06,-0.0008165750270525022,-2.951352910821139e-05,-0.0012300419195989,-2.467088810565067e-05,0.00012027981964072009,-2.06640881286568e-05,0.000849569022517611,2.019895668391196e-05,0.002074679217298089,8.04625873995918e-05,0.004803451371595326,0.00021923723874992708,0.009412444012903528,0.000471163307968338,0.013168156926343108,0.0008000877625449814,0.018438922685834604,0.0011279161241438953,0.013629285218323012,0.0014743213501591209,0.018605671484253468
0.0,1.3970689414925994e-05,-0.0015239751177065124,-1.1644257135429359e-05,-0.00015798711909425367,8.30661740425222e-06,7.122904895847095e-05,-2.5505534044546718e-05,-0.001277247356827962,-2.2767166693610122e-05,4.4146215397082156e-05,-3.5321300499082685e-05,-0.0008948139046547563,-1.27323749903126e-05,0.004473782062794638,8.640456508367669e-05,0.003701534529273783,0.0002198092926796365,0.009552341076163538,0.000468555702135267,0.015528635470585875,0.0008025206263735544,0.013969706846891413,0.0011113746301522833,0.017005636114411436,0.0014542718333256169,0.01574478005255626
0.0,1.0517308259299779e-05,-0.00140941423117509,-3.2527444773817777e-06,0.0001942900508936944,-1.0041970387223512e-05,-8.368445112550712e-05,-4.041870883909837e-06,-0.0003596829194990146,-1.605262468266907e-05,-0.00026844720277503835,-5.7139519494371094e-05,-0.0010367636544478301,-3.3191571562158904e-05,0.0028919211846749958,8.464705658661056e-05,0.007643115972328252,0.0002156184028436774,0.007004269267761608,0.0004854957859275929,0.016211314984454384,0.0007842534861260683,0.014257631596355546,0.0011024100042645447,0.015339304460937814,0.0014514298755691438,0.017814106145754155
0.0,-6.198406009236738e-06,0.0018077473521991578,3.3811501803282948e-06,-0.0016994000806584897,-2.0724079938614735e-05,0.0005140075184882874,9.557781370039795e-06,0.0008570708715575545,-9.049335415174179e-06,-0.0004325193936481242,-6.514469950537088e-05,-0.002687593159438364,-5.209371548913249e-05,0.004553125299595127,6.714044123045073e-05,0.005636415449442007,0.0002375597301843958,0.011424305584113708,0.0004775029828412968,0.012113540750661057,0.0007813591314618554,0.014911091035611298,0.001090652714234537,0.016480536546350254,0.001429119959547211,0.015606547924322112
0.0,8.470816002859504e-06,-0.00028529128873547207,-3.787057317262043e-06,-0.0010741974292564046,-1.5130989989331499e-05,0.000531801211209136,4.0283093220816554e-06,0.0006184082099464232,4.227420373098193e-06,-0.00027132749579186576,-6.839103003098256e-05,-0.0038706811082325735,-6.13567113138115e-05,0.00344885428647183,4.054012725832126e-05,0.008066453241620392,0.00025839265875364086,0.010591951851913698,0.00048384203815572685,0.0116769439291788,0.000759753518303161,0.01568836141683168,0.0010888570998294708,0.014586397311441917,0.001414401022435854,0.016609617128790867
0.0,3.179743145998462e-05,-0.0038617359959800556,-1.569166238550576e-05,0.00040886768882490227,-3.4609738002303775e-06,-0.00023579323759373831,-4.578006797461448e-06,0.0006581859907182877,2.4832151373153363e-06,-0.00032075756013241914,-5.062920208696887e-05,-0.001982164070974252,-8.791518052784373e-05,-0.00011414285823953529,3.481132661398012e-05,0.010236858524164744,0.0002646779064707469,0.011469871489544712,0.0004899457464767588,0.010715770742420147,0.0007472472597042141,0.014183691260584769,0.0010829605724074953,0.016665835450206917,0.0013805421196043338,0.01286704343741005
0.0,1.7656238771766114e-05,-0.0013172344142452705,-1.2988883070962496e-05,-0.0012032130901270168,-1.89519446886955e-06,0.001333934660928498,-7.590598449670409e-06,-0.001493165799788059,-1.341689387078032e-05,0.000335015226377775,-2.635441533463422e-05,-0.005099423396799248,-0.0001020730015794795,0.001446195500376151,2.2841053771693705e-05,0.010050469452820487,0.00026872616806551615,0.011612690392477594,0.000495767487278077,0.010684891572724578,0.0007432834331083941,0.014017675516980884,0.0010630971755055685,0.015567310368858184,0.0013823630818143539,0.015257977555602568
0.0,5.722279781125459e-06,-0.0003249954728367377,-5.036944446813926e-06,-0.000627917874236953,-5.89390899176943e-06,0.0001940977049104209,-6.805889247204636e-06,5.697955129228176e-05,-7.3088485867262995e-06,-0.00017504598194638643,-3.924307548135541e-05,-0.0018841071028321815,-9.369415883728468e-05,-0.0014158815733589195,1.5163304912468699e-05,0.010873033528137748,0.0002614451039691597,0.012220576577666281,0.0005006467374882408,0.010510041801824174,0.0007489639844152999,0.013416512714705373,0.0010360923732380357,0.015005197342455335,0.001387558403580266,0.01773240918692781
0.0,-2.6627948855816073e-06,-0.0004577792322415037,4.766678389168003e-06,0.0010137720142303368,-1.3236025768933677e-05,-0.0014617376208656708,-3.999251832355228e-06,0.001132189411713952,-1.366870650344118e-06,-0.0002798391515931039,-5.696525773947285e-05,-0.0027305514813844105,-7.152561854899076e-05,0.001044715771120857,3.5578553770045186e-06,0.008091299076960141,0.0002538676082888884,0.012582782506881841,0.0005040850977472076,0.012993901083441365,0.0007509466818763534,0.01027903387902196,0.0010194221811714408,0.01605336541142041,0.0013685034243807609,0.016840566531774372
0.0,-2.6996630587869844e-05,0.0038072659800826593,9.483253346722963e-06,-0.0014555488524816665,-9.117684243127194e-06,0.00020424297787365755,-1.0681301837081337e-05,0.00025237531868338133,-1.0126285453068037e-06,-0.0001836701145736181,-6.047465553937383e-05,-0.0030739899878584457,-6.513639904047596e-05,0.0024852351855426023,2.0507684716161945e-05,0.0058205134837420285,0.00022020450715307287,0.014077673799255707,0.0005205057171016337,0.011812077473923056,0.0007453617849224654,0.01191328744767752,0.0010088284043475988,0.0136167248115589,0.001352202175013832,0.018120118373995703
0.0,-3.5563096636461533e-06,-0.0006310074007304244,1.868730753415217e-06,0.0013459821717979141,-4.269165061190064e-06,-0.0016019442891358044,-8.626697824297416e-06,0.00039253530126194633,-1.6714547686444028e-05,-0.00016132661025830956,-5.078871572793356e-05,-0.0026175859840514354,-6.013112306548543e-05,0.0028466347879155095,3.190288055823935e-05,0.005138228463024695,0.00020627606854759607,0.013040279862779806,0.0005115497179884882,0.013750208572166822,0.0007499143877954244,0.009914025096976807,0.0010069125209913952,0.015140087888467199,0.0012967343005686088,0.012731833665959702
0.0,-2.333271045092429e-06,-0.00010852161644073944,-4.903824525474294e-06,-1.0106148958948049e-05,6.725834360206946e-06,0.0005032814259579737,-1.725387183357143e-05,-0.001629720522335529,-1.8604775233547844e-05,-6.274516954995602e-05,-4.7703984521264285e-05,-0.0007131097650375442,-4.2834801174649454e-05,0.0006558644260094161,2.9835939147327002e-05,0.007260925045675167,0.0002116013068719053,0.009736657111558083,0.00048616373791201753,0.01549888359716272,0.0007593000695877597,0.011401692942675042,0.0010024372431497203,0.011659437892834738,0.0012680575636139664,0.013577543093541235
0.0,8.242468842544038e-07,-0.0005270954255230597,-7.127134937891702e-06,0.00020006991190522444,7.096488221868398e-06,2.1976962926474066e-05,-1.1343863831122404e-05,-0.001073055663783642,-2.7654537194192978e-05,-0.00011302934597102759,-3.0830457419334616e-05,-9.940098110839922e-05,-3.537563519641782e-05,0.001120445386803375,3.47602291071503e-05,0.0053536060036064,0.00022096497371928894,0.011494943177863341,0.000451437884498971,0.012612395444926133,0.0007732790419279708,0.014623894545637842,0.0009989711148248824,0.009489510213616246,0.0012256434065554124,0.011596002206358426
0.0,-3.078508159114356e-06,-0.0005011901550600449,-1.3702560729807228e-06,0.0007405558156450308,-6.784215722861187e-07,-0.00021084915715245675,-5.263769721371365e-06,-0.0010060840245249853,-1.872424716584525e-05,5.6164628189163204e-05,-2.2884776640166982e-05,-0.00089049751913478,-2.0125515621840314e-05,0.0008992094937275292,4.423330978697161e-05,0.006881271718409955,0.00021346448802121354,0.008546146446995173,0.0004468198650473026,0.013596271160287172,0.0007545039942688882,0.015365902302384602,0.0010155697368688526,0.008788001853399459,0.0011590126336526215,0.006194338103423778
0.0,-1.8526610855167293e-05,0.0022916884124712608,3.1232670787344267e-06,-0.0007901547729019586,-2.461145289538002e-06,0.0001341229101829942,-5.8378959761718616e-06,0.0004958926082346629,4.103416847265582e-06,-0.00018566695865367415,-1.6422139936063218e-05,0.000168077560847464,-1.270635515577282e-05,0.0009223035107076412,6.528988625610648e-05,0.005225884486209781,0.00020104619013286515,0.00910370774628488,0.0004441680575697489,0.013582333198179794,0.000739167357299155,0.014430518424500964,0.0010206732580694423,0.010001684634439628,0.001106139731750688,0.0011123362097896303
0.0,-5.9615991488426535e-06,-0.0004163925018814481,3.5486516019140655e-06,0.0012735959985760228,-9.19283080966116e-06,-0.0013954150619462137,2.4821719441965396e-06,0.0012998271828477224,1.2586888417510463e-05,9.710577642130258e-05,-3.330966517914596e-06,-0.002667178416485997,3.2783320046487405e-06,0.004196217102072935,7.293219643981294e-05,0.0026683147704793307,0.0002001545002297209,0.009419149340834841,0.0004361121152128885,0.013030450980725448,0.0007382532024426064,0.015641475680232643,0.000993911999480019,0.0074018053179886936,0.0011264281306335958,0.006490768656447883
0.0,-1.2159030829021712e-05,0.0017303344724040027,-7.858764702315778e-08,-0.001084912534028274,-4.711029445716189e-06,0.000661973643984596,1.6646942741386569e-06,0.0008683870235549021,2.3054535992171795e-05,-0.00012059484313553686,-6.210396539897983e-07,0.0005423729856093318,2.3626012218593508e-05,0.0005540591779567095,8.094304357368642e-05,0.005001718430706752,0.00020012367560578293,0.007780335695127103,0.00042817386188110604,0.013770028200348403,0.000742434473644353,0.013482540506291817,0.0009561335871630378,0.009252732138415008,0.0011455901313794337,0.008765521764239047
0.0,8.9656015406238e-06,-0.0015425502192638323,-7.894691509869497e-06,0.0003683124742157746,-5.768001446471753e-06,-9.039814640391858e-05,1.539023241869239e-05,0.0007073174221199303,-5.06435917021206e-07,1.396274608665353e-05,2.442708359743878e-05,0.00036847933427911205,3.6479229260752656e-05,0.0015716185488640546,8.427994024549207e-05,0.004168097418431954,0.00020531488315548262,0.006542668523406154,0.0004332496820130873,0.01578015371902785,0.0007231544675549711,0.01049399625047591,0.0009305119440225974,0.010438906932537908,0.0011627660107899908,0.011519321104713624
