‘ª’èŒ‹‰Ê‚Í‰º•”‚É‚ ‚è‚Ü‚·
var_list,"['var_list', 'var_qty', 'dt', 'fs', 'simu_time', 'qty_x', 'total_length', 'height', 'depth', 'young', 'density', 'fix_type', 'damping_ratio', 'f_position', 'f_wave_type', 'f_mag', 'f_freq', 'k_jig', 'jig_position', 'animation_speed', 'sampling_length', 'vec_length']"
var_qty,22
dt,5e-07
fs,200000.00000000003
simu_time,0.03
qty_x,12
total_length,0.25
height,0.005
depth,0.02
young,205000000000.0
density,7850
fix_type,
damping_ratio,0.0
f_position,-2
f_wave_type,impulse
f_mag,100
f_freq,3000
k_jig,"[328000000, 328000]"
jig_position,"[8, 9]"
animation_speed,100
sampling_length,6000
vec_length,26







0.0,-4.360656530236067e-06,0.0007183295310237953,-4.654563794470091e-06,-0.001174517784716467,-1.872401928361782e-05,0.000586469295137321,1.5876140836587538e-05,0.0017096993568879507,1.7135601619328253e-05,-3.000054888116678e-05,8.692729934656081e-05,0.006579093492484105,0.00024210905997351073,0.00925983853037515,0.00047600314810223796,0.011224379157533987,0.0007140343288810332,0.012180842354852079,0.0009309148487270505,0.008125106627193183,0.001109374183911748,0.009897422524933705,0.0012712834907861225,0.004056396012858246,0.0013307884599138965,0.002740067976973657
0.0,1.8228345785220874e-06,-0.0002981621528223772,-4.720477731527138e-06,-0.0007305534351143188,-2.2548458684442474e-05,0.0007501727249935449,2.1672420586807577e-05,0.00126011267926671,1.8728158394285702e-05,0.00011511102707790217,8.822584725802992e-05,0.005745060819659486,0.0002511463362871892,0.009613023350935565,0.0004846320785892258,0.012827918224427897,0.0007284895533833643,0.009337714179028801,0.0009278253836471926,0.010780450136749196,0.0011033215356257059,0.005412198657522955,0.001242104596774194,0.008200635381295866,0.001373928507051453,0.004979649103215869
0.0,1.339037816876622e-05,-0.001231372634000355,-1.642506452233174e-05,-0.0012450456479182084,-6.169715860862717e-06,0.0013954158972980736,7.630132037599814e-06,0.0005434704729243902,2.2547989333593913e-05,0.000245873797126972,8.730739155881896e-05,0.00565848117614892,0.00025780736235657,0.010074421113143465,0.0005011565009922159,0.012579566200820833,0.0007304686253374334,0.010107181956574582,0.0009342556967660558,0.008342253268592949,0.0010928209955087182,0.006907368611412694,0.0012087365101381372,0.006850656948500201,0.0014509234344833811,0.01411638988862195
0.0,2.8275982914440133e-05,-0.003980443454319502,-2.2723804502232514e-05,0.0005045406230882507,2.4478116620192664e-06,0.00010678219610634368,2.4983718107219e-06,0.0006141220140721362,9.830845445820925e-06,0.00023563391107291775,8.953005934727942e-05,0.005934239749666082,0.0002661174776953775,0.011942541804189863,0.0005100185854388993,0.010026600196912927,0.0007410374462955568,0.011695764127822996,0.0009363984976611887,0.007831806372330882,0.0010692030459471763,0.00445709289931564,0.0012033027264009323,0.010221922142437214,0.0014624593203444712,0.013225377225995693
0.0,2.510769265569615e-06,-0.0006504065795571565,-9.96090959363401e-06,-0.0005437906947815923,-1.9645305640878025e-06,0.001567645097442857,5.124941662919502e-07,-0.001288379083151016,-1.751008909478564e-08,0.00023581399911699373,7.89470625196832e-05,0.00806076846882699,0.00028604009859406937,0.0097727308072334,0.0005142782953574356,0.01270712889109371,0.0007460229635830625,0.009518737927668162,0.0009464399384925447,0.007562665654058806,0.0010317805077124163,0.004554725715094911,0.001215550926651855,0.011178579313763603,0.0014564433564413482,0.011819327946392372
0.0,-1.8688454725736535e-05,0.0016433615147352493,1.983727432589163e-06,-5.493345925917508e-05,-7.471468640503791e-06,-0.0004271270061445748,4.9765370305318e-06,0.0004268704656721602,-1.914036564511502e-05,-3.2632997372269285e-06,8.352140990194962e-05,0.008753578252798445,0.0002921464111324005,0.011179555148175703,0.0005211844164431589,0.010344282464275259,0.000764171760666496,0.012382553564763605,0.000924616808905637,0.0034227208015673643,0.0010246898362884513,0.006797247493690507,0.001216245969135449,0.011812512422647586,0.0014531992163068282,0.010661901024937963
0.0,-2.8400317114420866e-05,0.002276714369649625,7.084775664676884e-06,0.00043973570727720275,-9.912439033938056e-07,-0.0004049722218311929,-1.3036302498537799e-05,-0.0007283297753328924,-8.938185785805619e-06,0.0003243786436765404,7.978904477278958e-05,0.00784328698225194,0.00030226789684028465,0.011398662464547502,0.0005283001050085892,0.01216907655619752,0.0007771456624795667,0.009058442781634965,0.0009028306807045534,0.004255031927428948,0.0010196377073987213,0.008509132195920756,0.0012172903200043704,0.009574795849771448,0.0014630282844536539,0.013295519345069362
0.0,-2.212285314144954e-05,0.0008295185173971786,3.90215003660605e-06,0.0017055141125398442,9.201447964253493e-06,-0.0017606025225332385,-2.7478594281496735e-05,0.00019209905174412251,2.59380521220048e-06,0.0002438530083173285,8.62459694019562e-05,0.008788757376097831,0.0002912198465253963,0.010550129993878393,0.0005592926658706126,0.013223536635009055,0.0007707423244497554,0.00690013557965464,0.0008811717191741354,0.005769681707093794,0.0010241124180889708,0.0071063329144134095,0.0012199961173947357,0.011740642998073227,0.001440524324822865,0.009579488360885489
0.0,-2.6351713218997745e-05,0.00146888895793667,6.965697944068744e-06,0.0016156395208691996,4.227085375260476e-06,-0.002064214549114729,-1.9603023433771296e-05,0.0002989815096939651,-3.443856756629492e-06,0.0006003040195541029,0.00010056436410864422,0.0052825886775440456,0.00028525158196765856,0.014172900406310324,0.000584057174167419,0.012053116708638893,0.0007543444257699612,0.005185293533810067,0.0008731000964747113,0.006331643476768996,0.001023424320562314,0.009035665045380347,0.0012207322326965985,0.009327464606672973,0.0014430054108892816,0.011586921874262818
0.0,-3.817002563665705e-05,0.004150427822841204,1.0665883727918034e-05,-0.0007156150382531285,-2.9883608694235418e-06,0.0003030137380967482,-8.162424662094493e-06,-0.00011087812282861996,8.786800063221714e-06,0.00023281088311483532,8.364815427248031e-05,0.007733760889647789,0.0003043077923885757,0.012884784174789273,0.0005897969581673373,0.011559853002886984,0.0007438728925114147,0.005481685094075096,0.0008604762876101404,0.00612698200935756,0.001029805076055169,0.00915368667710033,0.0012216379596184596,0.00994929626743307,0.0014249189065488,0.009389851220954787
0.0,-4.8871305198047665e-06,-0.000968257216616384,9.098633916505662e-07,0.0016158902228899455,-9.431802782819543e-06,-0.001300794639344538,1.5062089165161507e-05,0.0015663700976290456,4.918980137696492e-06,-0.00014364343895573785,7.272726651901337e-05,0.008413872933032994,0.00033581876128003883,0.013909920068366617,0.0005708313145370272,0.009705044155065859,0.0007432565337603197,0.005177686133526782,0.0008529989190162515,0.00782132331644632,0.0010290910498304774,0.008536750743784466,0.0012262069190470649,0.00943061561941772,0.0014106876696669051,0.008700187185446538
0.0,9.708889054768954e-07,0.000549230353293193,-1.273165739280538e-05,-0.0019124699467937731,1.1573892759440024e-06,0.0024578870643841813,1.5410936322429468e-05,-0.0006457819553417992,1.7822007504038103e-06,-1.857967169451388e-05,8.531765122199019e-05,0.009628970054496101,0.0003443325029389065,0.012833975651866262,0.0005694732733946982,0.008161662003753827,0.0007211681336860742,0.0077600345131395455,0.0008612320666542172,0.0054260049227339855,0.001027776492264195,0.010722749663890653,0.0012248157282208673,0.007964606171006396,0.0014065764233950023,0.00933809521926522
0.0,3.380255962587465e-05,-0.004385583188809106,-2.5869532355246524e-05,-2.8871796307590046e-05,6.850138702912508e-06,0.002124794159382814,1.6878307840583167e-05,-0.0018604006103424288,-9.26409160360493e-06,0.00043131028544917543,0.00011742866485269558,0.008625932161102055,0.0003442245386417757,0.012523447611167058,0.000559224821050253,0.007876266629023094,0.0007078256844245106,0.00713662646003091,0.0008659335721953984,0.007845995712011599,0.0010285780189771218,0.007957085525657994,0.0012247556930003803,0.010154473725646707,0.0013846022600800274,0.006071808896548927
0.0,3.215771102749767e-05,-0.0041308031516303165,-2.5706322472299125e-05,7.197621334471187e-05,1.0580180934213391e-05,0.001289645471753621,8.736259362331466e-06,-0.00045454853632871905,4.4376004832439885e-06,0.00022294139436150398,0.00013448244490849303,0.011251064569756199,0.00034615924680482995,0.008461550756926419,0.0005441941850170409,0.009730761584270367,0.0006978282790863427,0.006182317170186218,0.0008686412534914475,0.009307460443523423,0.0010356419821292533,0.007842473788940285,0.0012128735079193174,0.008366970442397627,0.0014002143310192475,0.00956582765185381
0.0,-4.32091771173178e-06,0.0005610146475987156,-4.744520002745837e-06,-0.000794889376428907,-2.308981875725198e-06,0.0010266929901815124,5.528331161192104e-06,5.1436191947891474e-05,2.0096986521449782e-05,0.0005500739567478388,0.0001506429431279215,0.008962095600626892,0.0003492566104895353,0.009720195903924264,0.0005185715533536263,0.007172684922159947,0.0007010471276755453,0.009071271557665754,0.0008588569451095584,0.008099133948745223,0.001052558245253256,0.008137814630803094,0.0011977884963147664,0.008070731525291,0.0014073164508401441,0.010906905115614133
0.0,-2.6045151231375488e-05,0.002173209941276286,1.4070720897773345e-05,0.0007556262706343228,-1.68788196349935e-05,-0.0016407480193878369,8.059113206786627e-06,0.0025102406938037874,3.41808649801335e-05,0.00043950164365642326,0.00015545787050216044,0.008703037039854897,0.0003473887269736327,0.008186172541367031,0.0005043370013002156,0.008412085196462728,0.0006854524953406446,0.008795484296719112,0.0008737522916740531,0.008360537566123066,0.0010436354647018337,0.008338487250323628,0.0012028720618210429,0.007658235666208023,0.0013902869803564546,0.009697322264182491
0.0,-3.974838415524775e-05,0.004426252122161491,1.7397002659842134e-05,-0.0002700796758502037,-1.3198068918727765e-05,-0.001463381490342355,3.09957949649671e-07,0.0030501177420615287,4.173822429605663e-05,0.0003173163258522092,0.0001582074139315177,0.009486835678597538,0.00033281652481902525,0.007162767049411407,0.0004981995953440547,0.008020322436087628,0.0006717151339202681,0.009635437843280288,0.0008834439833512193,0.009333508675784015,0.001034018250046535,0.0065257795259027205,0.00121484982932416,0.009322439025376624,0.0013527825856706256,0.005061299306605754
0.0,-1.5624646393942246e-05,0.000795264773201011,5.733174646818507e-06,0.0008441309356571074,-3.998661261510183e-06,-0.0006377960317559829,-2.640265664347341e-06,0.00048525702516808106,2.8709007196743312e-05,0.0008427185171672203,0.000158204412940322,0.0065804296490383435,0.00032099725737577293,0.009524735711248924,0.00048283936750650433,0.006743176804422508,0.000671921909441214,0.010582933998674236,0.0008770655239680999,0.00872094314968693,0.001040831741683443,0.008153568639637508,0.0012097601294310128,0.00699131601693042,0.0013569873210615175,0.007429779951390863
0.0,7.508628272393644e-06,-0.0014299950399417783,-1.2632978077982324e-05,0.0003202732627681622,1.0758636078100096e-05,0.00012696772875936592,3.193110796739007e-07,0.0005023856722732003,1.5931231174560032e-05,0.0002593540571252729,0.00013257111267138004,0.010179382387737263,0.0003101918020114687,0.00596661282311831,0.00047412140812372425,0.009657904138249952,0.0006705844507098597,0.009975829294792135,0.0008634034287565281,0.008189025649751507,0.0010576093405366695,0.009023663369785469,0.0011988230107905585,0.006550280903584065,0.0013570764774443037,0.007942133835101941
0.0,1.4568547092340166e-05,-0.00214207823611614,-1.6379034787244564e-05,-5.999587402095554e-05,7.636934489647772e-06,0.0015584772893933048,1.6780105069313986e-05,-0.0012835991418452806,-8.403446446667982e-06,0.00034025998118563684,0.00010999993082750553,0.008056665690145744,0.0002967010658833962,0.008737753350007949,0.00046118455247428324,0.009716787732392151,0.000673482350145931,0.007658921050265216,0.0008553137076055832,0.011684529576338355,0.0010585474896894417,0.006865691765770236,0.0012023323960746336,0.007073907079385838,0.0013396490945066523,0.006356217909696598
0.0,5.0966738647642405e-06,-0.0006803523533400445,-1.2506334209790158e-05,-0.0009405744141528969,4.813716650547333e-06,0.002751328898419579,2.1998838860766124e-05,-0.0017924395878476766,-8.871724456191492e-06,-1.3103913175099024e-05,7.935005532793103e-05,0.008813161702338484,0.00026405297970872856,0.009235827848442452,0.00047836297472899004,0.008515100824767502,0.00064906807367633,0.010741831988706013,0.0008645420082808884,0.008355076132738967,0.0010520540486641384,0.009620733997179347,0.0012052753262196078,0.005465732624906046,0.0013324844669613885,0.006651484985063396
0.0,4.910338191354963e-06,-0.0015326193095447724,-9.816296361055561e-06,0.0007307794229380572,6.033829025570754e-06,0.0003600285251220749,1.722480082137939e-05,1.6854957772054803e-05,2.0543103817943706e-06,2.257709163614485e-05,4.520780975952937e-05,0.004429691560065953,0.00024852785817218334,0.013182672354241807,0.0004657415734568623,0.008446944956280712,0.000650150524456191,0.009151252379535721,0.0008627551699674529,0.010536862295701993,0.0010446555311000609,0.00780553768273093,0.001212495561297666,0.006990419410735474,0.0013087673413945868,0.0034351608986995055
0.0,-1.6658243510452927e-05,0.001332553781191259,-1.2886434956737774e-06,0.00011438659681540387,9.33888471187784e-06,-2.6960633576858918e-05,2.4324784203408643e-06,0.0008259166600258531,1.5985338524833972e-05,-0.00021839095521687335,2.136133883472372e-05,0.004948064146029728,0.0002204316405696206,0.011477454711575007,0.00045812383918569587,0.010764793778322231,0.0006530998573474802,0.008948564776939723,0.0008534674243078523,0.009873586253639094,0.0010494341215758927,0.008400394419276409,0.0012042431196951952,0.006717651789234922,0.0013160048192159294,0.004534663682564301
0.0,-2.8295393342759506e-05,0.0015939904247084565,1.1442029903809712e-05,0.00157849268451938,1.846787307772202e-07,-0.000890088694842342,2.43723556805244e-06,-0.0002816633358194269,-5.408883226713232e-06,0.00010203969617597192,3.3826759410202126e-05,0.003365262879884486,0.00017936983632307028,0.011598360857075662,0.0004449562696807006,0.011623707262860621,0.0006621900803264184,0.009485292414695016,0.0008441904601881325,0.009020491443686308,0.0010519971415730398,0.00963125342002072,0.001192957331194927,0.0049642404040533055,0.0013399452183355622,0.008486246736645497
0.0,-4.1756249662786184e-05,0.004118882646762567,1.306659736451133e-05,0.000139175037903207,6.388275514157262e-06,-0.00030589925551172164,-9.586231113544405e-06,-0.0008907412369854997,-1.6058546770042072e-05,0.00016510444753588813,3.657379698572935e-05,0.0038915047099166546,0.00015468476299023006,0.008924888257981569,0.0004193846486744857,0.014724224016090838,0.0006687992946181189,0.008453579402010395,0.000846435673774305,0.010040320855827524,0.0010406318456981877,0.0076556707225103205,0.0011948651954332545,0.007335082153575409,0.0013284023493950361,0.005854249904461951
0.0,-2.126826024960223e-05,0.0009225184834526997,4.288974005881085e-06,0.0017145753958588217,1.5287098478611592e-05,-0.0016017265763659423,-2.1197727917624974e-05,-0.0004117859817356503,-1.3094374687350506e-05,9.549275303920001e-05,2.5549461284678036e-05,0.0042609347212630095,0.00014575834625608878,0.0073670485040930305,0.0003890890208509392,0.015123505309512168,0.0006650899249457303,0.010947431606305189,0.0008607275332500637,0.007680655077375034,0.0010231959063356669,0.008490031543754127,0.0011952872005016732,0.007641514207405184,0.001331220557290925,0.005879004507530011
0.0,-1.2121761660230378e-05,-0.0002665007438914302,2.7603533704634176e-06,0.0019428960139977146,1.1549969640227895e-05,-0.0012700541179448,-1.987966756584051e-05,-0.001057133785931169,-1.2302431053125572e-05,0.0002890173258371143,1.7312795563538556e-05,0.0020157480600810304,0.00014168422738456899,0.01005728745629072,0.00035613234486895056,0.011217642776298178,0.000660621384957615,0.015130899402237432,0.0008709139279347363,0.006217386564054821,0.0010122794726635507,0.008335175067991824,0.0011894190688716063,0.007680071116624853,0.001346555832951115,0.007683414703484914
0.0,-2.481790791539562e-05,0.0031027092651300207,6.294304723084717e-06,-0.0008693645043347536,1.7530669572232725e-06,0.00027495149280111004,-8.537885503790037e-06,-0.000174582555884129,-8.066511225229149e-06,-0.00022328939878703524,5.072299500938556e-06,0.004657637340460348,0.00013341166972845477,0.006778291705779238,0.00034142296430427936,0.01301519354455803,0.0006365085454182705,0.014535566058791865,0.0008837635762622923,0.008030226906965296,0.0010087340338762183,0.006194230252893205,0.001178362701651811,0.009154380734047457,0.001361004619172471,0.00852862005887446
0.0,-1.280517375260754e-06,-0.0005934257803521728,4.303307383858573e-06,0.0009749713366096339,-1.3455683919039834e-05,-0.0009206576145478152,1.1567577679796288e-05,0.0003594140882308532,-1.7544328216435757e-05,-5.805545134716412e-05,1.4135713915440915e-05,0.0021520143182488147,0.00011834276554865808,0.008015495275931792,0.0003294197036905842,0.013020376561716332,0.0006168933815484962,0.013189493375361102,0.0008788791271456606,0.010757171947226809,0.0010215655978752165,0.004355785603941367,0.0011601479475973904,0.00983975905023336,0.0013842933245059412,0.010865239546530283
0.0,4.5429001769095685e-06,0.0008291889799550377,-7.178204128278204e-06,-0.0022521663606120505,-3.1959618556534273e-06,0.0020869214724161455,-1.6379843772782995e-06,-0.0007913852418706838,3.6685029493015506e-06,2.6116598668257063e-05,1.4771234410382521e-05,0.002259068127084352,0.00010225325340570014,0.00726913750903602,0.00032676241418464375,0.011999478406688873,0.0005950685112160581,0.014608869932686133,0.0008637488609721824,0.010123051198517067,0.0010378389074481827,0.0060021768781583365,0.0011478456468416184,0.007910961860448323,0.0014054798479540013,0.014452162820047236
0.0,4.424464919587554e-05,-0.005310617534201647,-1.9954875161169535e-05,0.0007651677367338497,-1.6842492140531284e-06,-0.0004871544296018217,-1.097862757763158e-06,0.0009029023401450149,1.139777020370996e-05,7.799893520530127e-05,1.5255251772981761e-05,0.00042741436272031346,0.00010228894324378143,0.008141595620816847,0.00030756528816692607,0.01209010737560909,0.0005840364083704071,0.012410690608377972,0.0008472295927509906,0.012904141830674181,0.0010335787104524467,0.005671545421424153,0.0011676316082015613,0.007746690597271519,0.0013716316245068515,0.011001318484845994
0.0,2.869469304323989e-05,-0.0022551308309281936,-1.2746561413726842e-05,-0.0012178687571925352,-1.1199757902206507e-05,0.0008164626454996059,3.8353948691621345e-06,0.0007588055971797646,1.092705999947809e-05,-0.00010266795071961516,1.6823908380054866e-05,0.002327999492608541,9.840736445509186e-05,0.005736985585987718,0.0003013456351112574,0.012309170978956327,0.0005629687399845336,0.01374617239867623,0.0008296738568908936,0.010483560581500994,0.0010277117225968835,0.008522039380156572,0.0011961073063989527,0.007991713011791279,0.0013158225844663001,0.0042222476022168685
0.0,6.524276105292258e-06,0.001120129688244671,1.608587216661534e-07,-0.0025909350032552606,-2.5016720782454656e-05,0.0016907700525298683,1.1490239620330909e-05,-0.00010942785858708958,-3.7811070662706466e-06,0.00012659001848738176,2.5325478407063814e-05,0.0010779717410869874,0.00010303706810289603,0.007122099951383361,0.00028277210544978506,0.01078213763699158,0.0005534481535028567,0.013508521282180299,0.0008043445619595192,0.010344955633829226,0.0010234005175302958,0.011802843925995385,0.001219057176415992,0.005023648668831255,0.0012906476318859772,0.0031910771031635945
0.0,2.1532980524893338e-05,-0.0019203833864067856,-3.6209487205758054e-06,-0.0002471083472988281,-1.9148921043921633e-05,-0.0007378584326651125,8.822092988350214e-07,0.0015674740935666114,-1.190125394997889e-06,-0.00025452224186102933,2.0974402090783357e-05,0.004037197546881,0.00010919228187123927,0.004652448320392045,0.00027415806786832184,0.011006978112562488,0.0005374723535281315,0.012651185928462857,0.0007724393882741122,0.011699680170448215,0.0010344010595773284,0.011732866483254747,0.0012258418631892567,0.00582158185186825,0.0012730858181675916,0.0005502782905426628
0.0,2.0267801308822733e-05,-0.0015624410528568705,-7.313939581076225e-06,-0.0007009221392801472,-5.208597066583935e-06,8.31747193564958e-05,-2.3643857868159014e-05,-0.00035060531207054885,3.4554537844608184e-06,0.000282591177362732,2.3678511478957142e-05,0.0022684092879012834,0.00011399007791263282,0.00538970762041096,0.0002743535933907302,0.010931987491098112,0.0005047367965451608,0.01050096419404159,0.000757475465605148,0.013661744514599799,0.0010405859717609594,0.012508972946753624,0.0012188047871630214,0.004644832029665838,0.0012963187060394585,0.003582846090149684
0.0,1.4070438413562096e-05,-0.0011262477458514166,-3.5576215378261486e-06,-7.900518329881731e-05,-5.494158133721638e-06,-0.0012307997629105553,-2.5187040142036066e-05,0.0002663934923844753,-1.157512994267498e-05,0.00036965907509360667,3.714875742758388e-05,0.0013319477630022547,0.00010815135347397333,0.007849054082401332,0.0002833409868054458,0.00716761703471729,0.0004675154750823552,0.011696505300379554,0.0007474083190122545,0.014767585559516726,0.0010426381202117874,0.011383996041242262,0.0012086547387719067,0.006084623838684668,0.001319543422771081,0.004867867765156395
0.0,-4.554072430420286e-06,0.0009454899579964568,8.532276760741143e-06,-0.0003073644752875616,-1.4800799052638384e-05,-0.0008591264013287988,-2.0613305259776577e-05,0.0002427112954151108,-8.522375513822447e-06,-1.0693133595412362e-05,2.1376941028794245e-05,0.004678666836560677,0.00012655227983090724,0.004912329880933891,0.00027557543789045026,0.008142353952555166,0.0004372046476936003,0.010089242201416852,0.0007469982640552581,0.016760521970441603,0.001026929640335283,0.010403376202421839,0.0012050033630454152,0.006850380899319821,0.001347905444466828,0.007118659142086602
0.0,-1.1549503247729558e-05,0.0017790418980145456,1.2642601030687766e-05,-0.00035487489956407636,-1.983631476364784e-05,-0.0010824728854771876,-1.2373127453706838e-05,0.0005379841548316507,-1.235796441031384e-05,2.9476573841461206e-05,1.6669515015066322e-05,0.00343554362556895,0.00014846942469204214,0.007126244012918742,0.0002469165424582124,0.004882769420249378,0.0004368634177981073,0.012064371674149577,0.0007277831176676951,0.01597524454260113,0.001014350310000342,0.01005182312383663,0.0012009953795958932,0.008866549245945656,0.0013718934232419564,0.007748189239698371
0.0,-1.392278497414939e-06,0.0009549514146453613,2.321984084221695e-06,-0.0007973283015615502,-9.238901576548818e-06,-0.0007563980784938825,-1.4625157003750307e-05,0.0008121966934679118,-9.943129478715113e-06,-9.734276910135166e-05,2.582454961226626e-05,0.004991630137645816,0.0001462129795450378,0.004981500616829754,0.00023963260137658849,0.004882225792453173,0.0004256986959127627,0.01415803000347533,0.0007191960958495858,0.011941472852848675,0.0009888037251647606,0.013497661593356814,0.0012008255179350859,0.008269445981612309,0.0014073875741144018,0.01091219995794466
0.0,2.2166505337598797e-05,-0.0027276936894192034,-8.442623667728948e-06,0.0004073835721385051,-2.1747684092481573e-06,4.055514391448552e-05,-1.5087372821225186e-05,-0.001181106670241619,-9.575311233755765e-06,0.00040335080396578687,5.003305522049824e-05,0.00357202153607765,0.00013315136695157663,0.003966500988572724,0.00022991836231178682,0.007163292739533917,0.0004294861765545735,0.010870637328125717,0.0007027047056286644,0.014551301394168199,0.000955381548581874,0.010877333527197903,0.0012131602469524127,0.012024885953629766,0.0014106724732946233,0.008223964603756928
0.0,2.0006795375049502e-05,-0.001694582388497146,-1.2476174039830613e-05,-0.0007638748426318547,1.260019564518701e-06,0.0005602717623514735,-9.340870984845637e-06,-0.00024346521115760825,-1.6407679948868416e-06,0.00024491041917334045,6.870106563146328e-05,0.004361721920289499,0.00010883120168930195,0.0020670770096993763,0.00023492366590480786,0.008230383168245639,0.00043123385979625584,0.01122584439936467,0.0006762550949676373,0.012152756889557057,0.0009379395629612136,0.012566260195022091,0.0012068136749207267,0.012954306678569722,0.0014510079333084464,0.010980019890479696
0.0,1.1361553841598319e-05,-0.0009896125791358237,-5.097327641383439e-06,-0.0004477857688378085,-9.508174276971192e-06,0.00023937240324504837,5.8822342277057715e-06,0.0006101515302908145,1.487167020796517e-05,0.0003650056168129782,6.358533979036003e-05,0.0013312945336846085,0.00010693871615822952,0.0036082452339917938,0.00022605234219417043,0.008982223276715235,0.0004390505470911322,0.009980173956117534,0.0006494102157598054,0.010583993970001877,0.0009204373035911604,0.015200057087426276,0.0011958122075722288,0.011971065730018618,0.0015095307063512228,0.017002515902707398
0.0,-1.917741527722452e-06,0.0006384865857624709,1.4901618041590458e-06,-0.0008035187491672718,-1.5734166442493054e-05,0.0002349247468454355,1.729503827150842e-05,0.002198059521143389,3.678445436989975e-05,-9.965709840222872e-05,4.111795369130895e-05,0.0020478868963114353,0.00010534808249805286,0.003617162777902918,0.00022880014566589247,0.008643478791143886,0.0004364679222700384,0.009666256453013038,0.0006277175257187463,0.011134615256068698,0.000896818342894471,0.012482037396439506,0.0011979356763584803,0.017232653904282434,0.0015177837544387595,0.013715243835158113
0.0,-1.547685291186551e-06,0.000314572345631013,-4.3310059693112783e-07,-0.0005385315160387007,-1.3553663931735868e-05,0.00031829859867375733,2.6018881927844414e-05,0.00212961537790907,3.197272762285533e-05,-0.0001386761412036683,3.183155530513767e-05,0.0008675191867129052,9.561628330334574e-05,0.00555711430943006,0.00024517437694198454,0.007952083426124674,0.000410964642348748,0.008755098330526713,0.0006309023079653234,0.010529038148658689,0.0008575255756699949,0.014587860952601341,0.00120055473416842,0.015670235352155403,0.001562807739092392,0.018938880756301308
0.0,6.09188918886443e-06,-0.0007524565323941747,-1.0207322004279712e-05,-0.0006224777298385742,1.1938940407758454e-06,0.0016731016417371673,2.2176524031171537e-05,-0.00027513382419224613,1.3107632906708655e-05,0.00010160877631920348,2.5868540621929345e-05,3.536945860062524e-05,9.10545079710618e-05,0.007603125494032843,0.0002508781529628451,0.005797443317680275,0.0004033997431339205,0.010032548251882944,0.0006053122365293594,0.009515288807268438,0.0008478384432019281,0.013285030595552316,0.0011924766277143647,0.020012099700864216,0.0015800709658861838,0.017197096363200742
0.0,1.563157260514232e-05,-0.002620390105878954,-1.9829246337179932e-05,0.0003566552615617162,1.9233135522091247e-05,0.0015716597472021517,1.237266145516977e-05,-0.0012906756255216963,-3.2905793624639756e-06,-0.00014394195494392794,4.962373565128139e-06,0.0031647694059370986,0.00010533444797225355,0.004531220643937877,0.00024086685689740861,0.009317462929464825,0.0004002432051461938,0.006046643895694006,0.0005829871036451381,0.011031470318896768,0.0008356265184992485,0.014331705962452692,0.0011822419627432025,0.018763651229785724,0.0016278394514359787,0.022803800833026678
0.0,1.5198777469304771e-06,-0.0018001688830911581,-1.2953219677280228e-05,0.0013798619247532343,2.2275500170644844e-05,0.0006456182673784213,9.835363181528105e-06,-0.001834335266137923,-3.100740659924891e-05,-0.0001730502955568982,6.376499862053761e-06,0.0039165108625767685,0.00010466443003279446,0.0059318510451617365,0.00023546297142188467,0.006484224691898008,0.0003997457668755604,0.007702955901477816,0.0005525158057138914,0.010085400746100025,0.0008298627221902807,0.014606058876578929,0.001178103977327229,0.019958902293032,0.0016441731477363861,0.023411180737798867
0.0,-4.1468983533441115e-05,0.0034525988560557743,7.08866262752134e-06,0.00034939997855870544,1.9780330035061868e-05,0.0014416324744594903,-4.061956081707887e-06,-0.003467142693452282,-3.161571491428903e-05,0.0001359399615787591,3.7675426734343166e-06,0.0033879944125068135,0.00010481196709120018,0.0058770296420321095,0.000239401039541811,0.006560163627547653,0.0003753352825366083,0.007444547952377466,0.0005489977346956944,0.008915365649843852,0.0008044063961134224,0.016376146891842105,0.001190131584367986,0.0201307284414209,0.0016379442915069305,0.02214843842938579
0.0,-5.280640642387908e-05,0.0032511428750899474,1.7866720921168202e-05,0.003166962765823053,1.883599913195975e-05,-0.003087066597230317,-1.4471521567675655e-05,0.00035877082477252253,-1.8006136895152457e-05,-0.00010315776504113864,1.2489055876485003e-06,0.0029293850433127445,0.00010671350807704252,0.006228976531644456,0.00023589940962322472,0.006265336994663114,0.00035787496482033105,0.006264203156819423,0.0005390982922635787,0.010273471999779326,0.0007855994518259804,0.015489095430702463,0.0012035046365384385,0.021998501853431114,0.0016153063498548054,0.018401526292527864
0.0,-7.340286767355551e-05,0.006018911899074137,2.7830680535492243e-05,0.0023545051078367046,1.7018983880028253e-05,-0.0026839977639647418,-2.6859801246481308e-05,0.0002385288781164623,2.752895120684502e-06,9.961222955365204e-05,7.480045413805931e-06,0.0020243308709245967,0.00010437952458697527,0.006683890996729433,0.00022821112038751796,0.004517126214447492,0.00034956149978675703,0.007400736918602436,0.000512781277157177,0.009582262731278724,0.0007923990802445125,0.016880421179626164,0.0011947154188021313,0.02090033185258257,0.0016297110824456088,0.020761784974277647
