‘ª’èŒ‹‰Ê‚Í‰º•”‚É‚ ‚è‚Ü‚·
var_list,"['var_list', 'var_qty', 'dt', 'fs', 'simu_time', 'qty_x', 'total_length', 'height', 'depth', 'young', 'density', 'fix_type', 'damping_ratio', 'f_position', 'f_wave_type', 'f_mag', 'f_freq', 'k_jig', 'jig_position', 'animation_speed', 'sampling_length', 'vec_length']"
var_qty,22
dt,5e-07
fs,40000.0
simu_time,0.075
qty_x,11
total_length,0.25
height,0.005
depth,0.02
young,205000000000.0
density,7850
fix_type,
damping_ratio,0.01
f_position,-2
f_wave_type,impulse
f_mag,100
f_freq,3000
k_jig,"[328000000, 328000]"
jig_position,"[0, 1]"
animation_speed,2
sampling_length,3000
vec_length,24







0.0,-5.253675172383736e-07,3.637865121546959e-06,-8.737883664194905e-07,-0.00020745663912502267,-7.902198333830014e-06,-0.00017458442390831837,-1.0389018651202205e-05,-0.00015138202136470035,-1.0777529052980755e-05,4.626210610751571e-05,-1.7350199315453544e-05,-0.0005781136818294851,-3.012097633052849e-05,-0.0006158152895749539,-5.185492527413254e-05,-0.0011698622702185448,-7.529978040869158e-05,-0.000999834016777789,-0.00010466436014250374,-0.001628327394552064,-0.0001485872747459102,-0.002130057880638399,-0.00019654424121296087,-0.0020852067388735184
0.0,-2.045895600489436e-06,-4.661725842593179e-05,-1.1295764322335421e-05,-0.00012844814970293687,-8.976016694785742e-06,9.66434030535366e-05,-3.689985625732406e-06,0.0003265997400588279,-1.5664313329028716e-06,-0.00022226014553016063,-1.1505229832478611e-05,-0.0005511068607450861,-2.9850039529162337e-05,-0.001071185768210601,-5.291402378390547e-05,-0.0010610521487215189,-8.521413892372399e-05,-0.0015937195199226385,-0.00011880606872105726,-0.0014741092538002416,-0.00015570066012851925,-0.0017359398087096736,-0.0001955245774869099,-0.001753124449378942
0.0,6.174065783865065e-07,1.0342457114976063e-05,3.055798931738678e-07,-0.00026588700756344994,-5.491322499119523e-06,5.625596293222002e-06,-4.637402791995634e-07,0.0002676275405956687,1.8327195172967614e-06,-4.6380744112135075e-05,-4.568378085674529e-06,-0.0006900038251897398,-2.7652536927266278e-05,-0.001124741953656573,-5.7288039529405686e-05,-0.0015768096907731403,-9.250969062426046e-05,-0.0015294542197943233,-0.00013302095849927127,-0.0017998532277559937,-0.00016455056946613884,-0.001132276588360604,-0.00018973503740494303,-0.0010929680425334066
0.0,4.530861379521096e-07,1.4320061377382415e-05,4.481883665271345e-06,0.00019780402563850149,8.123281788390676e-06,7.391562247601217e-05,5.767811991742048e-06,-0.00023040106307996552,3.598235045968669e-07,-0.0001836684930900518,-4.001683574482095e-06,-0.0003325585954323424,-2.1615851656789246e-05,-0.0013957369982044296,-6.217728398761414e-05,-0.0018279690530029014,-0.00010513135289415549,-0.0019946943694871206,-0.00014044966705245037,-0.0011227594014806377,-0.000168638225160657,-0.0013508118058851097,-0.00019691145222934295,-0.0011787624789104628
0.0,-2.2563639291592348e-07,9.881127185738533e-06,6.3232256279469004e-06,0.0005555806031268263,1.4698293166590119e-05,5.270332564867543e-05,1.4027651854618985e-05,-7.277463828869919e-05,8.202553849362504e-06,-0.00043999147225149234,-6.3513777248219455e-06,-0.0008917198220241765,-3.06868961468614e-05,-0.0012230261706982991,-6.488188923865801e-05,-0.0017779627964440714,-0.00010765562068549988,-0.00188553792939746,-0.0001465519690167583,-0.0015304853285422915,-0.00017614553437884142,-0.0011117067981833983,-0.00020456830370593103,-0.0013643368265050828
0.0,2.980963821685844e-08,1.2503607678868604e-05,5.737997583453184e-06,0.00042064555671650084,1.5425452731438885e-05,0.0004149902026050347,2.351293075222609e-05,0.00019934483052638682,1.706193020488322e-05,-0.0008698711836260082,-9.676191821850547e-06,-0.0013231068001487484,-4.1196746862660675e-05,-0.0013555657835688233,-7.339626041042773e-05,-0.0015704945619359498,-0.00010588749155836419,-0.0013690849636026482,-0.00014661719958623535,-0.002005034939469637,-0.00018547801634718816,-0.0014512871022912535,-0.00021374152212396463,-0.0011248034136412761
0.0,-3.02780633937354e-07,4.682382644799527e-06,5.069604267052999e-06,0.0005729098095603107,2.0212722128049956e-05,0.0005767576335401576,2.7276246228708993e-05,-4.882749831216382e-05,1.7210150526148925e-05,-0.000849645015520028,-1.1156321846261835e-05,-0.0014136190761955961,-4.406115226856144e-05,-0.0016855096585589118,-8.143396647494001e-05,-0.0013578446660111878,-0.00011270804044950887,-0.0015199134902715186,-0.00014448343865480708,-0.0013070862756803941,-0.00018537051864401356,-0.0023701753342921144,-0.00024086668931539533,-0.002410132326835431
0.0,1.3634140592644128e-06,3.451119765101154e-05,1.2471948827181986e-05,0.0006314373794461642,2.2377859077966048e-05,0.00023295424479088632,2.365804003381793e-05,-0.0002000196160237504,1.2531028380270194e-05,-0.0006387272819389005,-9.348638321221366e-06,-0.0014969486989177818,-4.784110557058661e-05,-0.0016602238003842929,-8.457759796642461e-05,-0.001478399233604031,-0.00011314905712709933,-0.0012679649554837916,-0.00015026465174351855,-0.001903879615175621,-0.00019321829087710682,-0.0019901365967479674,-0.0002476848153847598,-0.0026258077955946795
0.0,2.044290302241663e-06,2.057423379472646e-05,8.442346109032893e-06,0.0004711506178260722,1.965423628737664e-05,0.0002996870768055418,2.1791736377734257e-05,-2.139179598290319e-05,7.5844573238562295e-06,-0.0012752504171843469,-1.8158987441351035e-05,-0.0009364004292064615,-4.4864777965050666e-05,-0.001371618453109898,-7.827042609241666e-05,-0.0015874584139089927,-0.00011733229903493772,-0.0019118275031015503,-0.0001614171250630899,-0.001849734148541443,-0.00020319650203854848,-0.0017984437275610481,-0.0002405669803695409,-0.001561067810486625
0.0,-3.037125560037068e-06,1.784092545098534e-06,3.73620920283205e-06,0.0005855373612721371,1.3085811997975172e-05,0.0002330454641298199,1.3442531056088935e-05,-0.0003965730022164626,3.2411699380813605e-07,-0.0005955688747874762,-1.969535808055335e-05,-0.0010988505947979038,-4.203508686519533e-05,-0.0010595916144610677,-7.595133834564696e-05,-0.0018290478127078438,-0.00012233506201257644,-0.0022339815216561223,-0.00017059361029264007,-0.0018757338786494098,-0.0002089976628779831,-0.0015745604707110318,-0.0002432711135930244,-0.0014747319794074284
0.0,1.128460754851601e-06,1.3591375308480973e-05,4.937069869189041e-06,0.0001683134094510992,1.664995794004052e-06,-0.0003827744555893667,-2.79610472200516e-06,-1.78648440425899e-07,-3.767440054629089e-06,-0.0001769688190403596,-1.4779279980040713e-05,-0.0008335745694212321,-4.214818467569967e-05,-0.0015562910571188593,-8.242095980147009e-05,-0.0019297123209708784,-0.00012605057314390565,-0.0018921203727045258,-0.00017119421456487848,-0.0019928349480995617,-0.00021444865094843814,-0.0018623850641524267,-0.00025287115430942645,-0.0015711476054669287
0.0,1.0467369036894096e-07,-2.010985387341893e-05,-6.754000436588475e-06,-0.0003283361789389109,-9.860797422168054e-06,-6.833024510115025e-05,-8.635498620193438e-06,0.00021810656907123504,-9.976949130390017e-06,-0.00036922040091218016,-1.7942011837841256e-05,-0.0005104018784456433,-4.358821702183144e-05,-0.001640251756277635,-8.607805233258313e-05,-0.00201187503541634,-0.0001295582730439353,-0.0018075078324971806,-0.00017091241311888042,-0.0018404724557391035,-0.0002168020943234798,-0.002266232521902116,-0.0002699083931273321,-0.0023411993659675527
0.0,-2.043666774914642e-06,-2.4482022571828572e-05,-9.39034181903835e-06,-0.0004665777282754866,-1.7051664040005962e-05,-3.975468681809825e-05,-1.407315917939377e-05,4.436984983944626e-05,-1.4749661221155278e-05,-1.4140331800569228e-05,-2.6707398981235772e-05,-0.0011637921083243912,-5.301412343307985e-05,-0.0010882918685506799,-8.433285378377467e-05,-0.0015539203506668854,-0.0001245333045996879,-0.0021712096208618176,-0.0001759668474509317,-0.002172508574961257,-0.00022353135465480524,-0.002080764616610621,-0.00027604363393854994,-0.0024615562721344232
0.0,1.5457256815078767e-06,-1.0905941401276598e-05,-4.165385034688688e-06,-0.00035092068285158594,-1.1949597329293818e-05,-0.00042262124910384105,-2.0428933179996175e-05,-0.00020373649468949853,-2.6691656251772775e-05,-0.0004912241404463368,-3.8702178695484865e-05,-0.0005181003616437919,-5.6040736061834624e-05,-0.001077094492563849,-8.541768176344688e-05,-0.001445522575692956,-0.00012414242938678724,-0.0020745142256315386,-0.00017548030610417716,-0.002310566712353276,-0.0002312080347199941,-0.0024669221550042988,-0.00027835801924966917,-0.001840853043262736
0.0,1.3557533122910646e-07,-1.0814304471665779e-07,8.640856842593462e-07,6.156993901499435e-05,-4.8975198325988236e-06,-0.000650209881856662,-2.27335361116068e-05,-0.0008552635009878618,-4.093497299227553e-05,-0.0005859684878617305,-4.9919736475106304e-05,-0.00037359322994513674,-6.038311957054266e-05,-0.0005681197049861917,-8.642338139442793e-05,-0.001863620634582002,-0.000129201814932379,-0.0016849953004970655,-0.0001746290075570997,-0.002336626000093596,-0.00023021494723133516,-0.0026796277780502674,-0.00029545757655477127,-0.002931007633912109
0.0,1.0234075704651214e-06,6.410705953642871e-07,1.082511993784862e-06,7.116273292406867e-06,-6.198614906992379e-06,-0.0007088422201355116,-2.4983257966713604e-05,-0.0008971402694262339,-4.276197736363054e-05,-0.0005825454213061865,-5.838096865531038e-05,-0.0008236843816215012,-7.471336301527989e-05,-0.000693707295856192,-9.273732543554027e-05,-0.0008980615217291951,-0.00012503345492950946,-0.002035832896784689,-0.00017635383824846906,-0.0024019544575606894,-0.0002361350283406502,-0.002713995288851129,-0.00029301891096664547,-0.0023790099072470666
0.0,7.477502237620171e-07,-8.578434469944556e-06,-5.645946456094871e-06,-0.0005346007196421641,-1.4655943734699642e-05,-0.00020274409912052706,-2.171497006046146e-05,-0.0005557352619940292,-4.291840800659436e-05,-0.001168133036486883,-6.59034428237685e-05,-0.000908824517602975,-8.437935906811714e-05,-0.0006492900224040338,-0.00010222496248234613,-0.0009881480302386856,-0.00013053459301660977,-0.0016856657075866826,-0.00017660693344947594,-0.002245075194267586,-0.00023556444197751783,-0.0028283640981703437,-0.00029621625452705457,-0.002558478800075007
0.0,-5.13668971604309e-07,-2.1010377577376368e-05,-7.135834147112352e-06,-0.0003604537705884997,-1.6112019939247008e-05,-0.0004975796097051517,-2.8199454857120206e-05,-0.0006171851194783956,-4.612877089606937e-05,-0.0007711015606244531,-6.356463430164646e-05,-0.0010623783551810158,-9.073599078158649e-05,-0.001019519563408497,-0.00011444663369832741,-0.0012359079838761698,-0.0001427661443710355,-0.0012640355134765071,-0.00017920355066086569,-0.001996420579287684,-0.00023126089443315718,-0.0025985602827218635,-0.00029757249253021796,-0.0030782011280350292
0.0,2.1352023689509474e-06,-9.434502229709734e-06,-2.7574016151081073e-06,-0.0003035885280653444,-1.6582822398263294e-05,-0.0009643713380381807,-3.5917658608953265e-05,-0.0006438367027416111,-4.7678724837046267e-05,-0.0004824137985929577,-6.564200120691264e-05,-0.001073520729376096,-9.298018121552267e-05,-0.001385228064881475,-0.0001236399014565149,-0.0012204693118098534,-0.00015466989817370283,-0.0015322091556721341,-0.0001887231978298895,-0.0015532794532887259,-0.00023268239320772116,-0.002163960759828769,-0.0002747963223609022,-0.0016455957309757365
0.0,-1.4470765245946487e-06,-1.5155098272286762e-05,-7.277640807721482e-06,-0.0004748867009974905,-1.827046208472213e-05,-0.0003880918229522668,-3.110413140034986e-05,-0.0008909459662718377,-5.3131533738715365e-05,-0.0008923775576160051,-7.40520500432625e-05,-0.0009938232623714998,-9.425217176530774e-05,-0.0008615029608322755,-0.0001271012531060957,-0.0020084613606689812,-0.00016768558678412361,-0.0015170149078345629,-0.00020335474248094992,-0.0014640791721595233,-0.0002319924972968893,-0.001150622586574164,-0.00025172627898255366,-0.0006822124580829745
0.0,1.5541568509899603e-06,-2.2830340192113557e-05,-6.408744460102128e-06,-0.00034499262851564986,-1.606486331017091e-05,-0.000771404481296183,-3.477018516330441e-05,-0.0006884666870863594,-5.319396318557641e-05,-0.0009584679134558568,-7.545371874626145e-05,-0.001132227674798387,-0.00010479257075419782,-0.001288174704763588,-0.00013551365362982618,-0.0015389862597797281,-0.00017652826672125664,-0.0019510680634197688,-0.00021249970207604614,-0.001126890287065534,-0.00023038182161430726,-0.00046328730977500567,-0.00023796531234098305,-0.0003007055289848263
0.0,2.12042613250187e-06,-2.4126487157981737e-06,-2.6497090196902535e-06,-0.0004422034710507875,-1.6507381151064987e-05,-0.0007276763163646181,-3.3854140468461446e-05,-0.0008690066384149684,-5.5074625718733834e-05,-0.0008301578524496659,-7.698232280961547e-05,-0.0013543555663033432,-0.00011270140712861935,-0.001689944780829852,-0.00015380599717509846,-0.001703981129306975,-0.00018578139335492607,-0.0012411577259739783,-0.0002093677243720051,-0.0008230098365067633,-0.00022636982415460592,-0.0006657437951879247,-0.00024080158057749224,-0.0006356524476910765
0.0,-6.795615576770013e-07,-9.724831317919567e-06,-5.603221175874562e-06,-0.0004378590598925758,-1.6038756588633826e-05,-0.0004043402834910063,-2.885360668553834e-05,-0.0008522409315357735,-5.382003302849278e-05,-0.001254810705413129,-8.656286506564783e-05,-0.0016661734638504164,-0.00012546412294131603,-0.0016829739589843086,-0.00016474986389517914,-0.001665832241332903,-0.00019180724112522458,-0.0007939065902060319,-0.00020671823131305792,-0.0004790296210831586,-0.0002230563492122782,-0.0011132883091903836,-0.00024563423767944964,-0.000846009373094006
0.0,-1.9554462879289361e-07,-2.540122114031314e-05,-5.034374526964425e-06,-3.2084382619137e-05,-1.116659725467007e-05,-0.0007463209158298398,-2.824199201992419e-05,-0.0007284826282794263,-5.4082523519820066e-05,-0.0015818440087179684,-9.707990474952483e-05,-0.00210235229001189,-0.00014234205355326756,-0.0016721944874833708,-0.00016888065563588236,-0.0008496834669543945,-0.00018932109636462128,-0.000927078901042595,-0.00020949202666850053,-0.0008534647276400515,-0.00022757845470493265,-0.0006758456683318575,-0.0002376455289198792,-0.0003138555261888223
0.0,1.2074206539524607e-07,5.253235423512352e-06,1.366425631882572e-06,-2.3440385441673e-05,-6.714362742812145e-06,-0.0006203422251528182,-2.633864968283296e-05,-0.0013239341296050016,-6.65705300625432e-05,-0.0019153654436851126,-0.00010907564165502639,-0.0018631845159436118,-0.00014355856329403393,-0.0011499893656195792,-0.0001728416244453532,-0.001373879995964265,-0.00019497947653421117,-0.0006630276001507007,-0.00021106539027415953,-0.0007478483538967588,-0.0002266227296845873,-0.0006185507485221435,-0.00024096664002738638,-0.0006486329764841223
0.0,1.8939634577420577e-06,1.858960716596233e-05,4.684331957187333e-06,-1.2872182261834258e-06,-3.1353568593970543e-06,-0.0008698605489301593,-3.556145798180489e-05,-0.001725805462305731,-7.692886317349322e-05,-0.001850714127405162,-0.00011333683283072787,-0.0014223152509922818,-0.0001459550230143127,-0.0014442593656355744,-0.0001768305626364912,-0.001092748918348816,-0.0001980779712007094,-0.0010158901734288685,-0.00021450935008054004,-0.0002911281537044635,-0.000226882278437779,-0.0008620981451284026,-0.00024134543009002765,-0.00046034411939837883
0.0,1.7417714161227756e-06,-2.415654299774616e-06,-6.905670530272766e-07,-0.00020206844985748386,-1.5135689638495756e-05,-0.0011242331403857133,-4.300900865179287e-05,-0.0013769528893100376,-7.952821392044055e-05,-0.0015928238545038856,-0.00011645181242792387,-0.0018032115115175081,-0.00015281445030768424,-0.001258379318363216,-0.00017779591398975125,-0.0009797288039655272,-0.0001979825356426204,-0.0008808247986228705,-0.00021921448659635882,-0.0008352597400016949,-0.00023002511013456813,-0.0002837458537527549,-0.00024109973059238446,-0.0006163446428474196
0.0,-1.1202896431389902e-06,-4.1532720722476526e-05,-1.4109038588278885e-05,-0.0007142709275332138,-3.083683728469978e-05,-0.000807392280419324,-4.946186025379982e-05,-0.0009902689940911166,-8.219255408349125e-05,-0.0017717487667297089,-0.00012100299324977461,-0.0015163444631439034,-0.00015166500217015378,-0.0012756799201720194,-0.0001811458115286542,-0.0012473617077853956,-0.0002024695406827447,-0.000701316960109062,-0.00021904333333248852,-0.0006622250242819279,-0.00023265424936958534,-0.0006309519242272868,-0.0002437123337140796,-0.00037214419582288106
0.0,-1.8887659525815497e-06,-3.056231519478611e-05,-1.2909344081327268e-05,-0.0008291531936479585,-3.884758772667812e-05,-0.0013659468551881345,-6.743560468770028e-05,-0.0010138872827623975,-8.744507518591943e-05,-0.0009827186768591165,-0.00011724080399183327,-0.001556808974806265,-0.00015260937795963435,-0.0014959458416292858,-0.0001843042127450565,-0.0011556299800086914,-0.000204263891479392,-0.0008344357284102501,-0.00022055744124756642,-0.0004396134877944309,-0.0002347368477185539,-0.0008930491567222811,-0.0002496817494826817,-0.00047058740566612755
0.0,-9.129311518148632e-07,-3.0737783902813844e-05,-1.265144964762343e-05,-0.0008775530236406233,-4.255196805891641e-05,-0.0016255948680284989,-7.39431543551746e-05,-0.001186717537897418,-0.0001004632759802518,-0.0009499894951715345,-0.00012106973896962955,-0.001162707843222008,-0.0001491790510894624,-0.0012333451591129742,-0.00018167474306973717,-0.0014297580980418654,-0.00020603356474507064,-0.0008273036469015386,-0.00022402602542049275,-0.0007758331874117062,-0.00023837098655544686,-0.0005183220816009718,-0.00025565187798291686,-0.0009295406226639022
0.0,3.6317297372629256e-07,-3.7442287408457e-05,-1.5495784798067888e-05,-0.0010808977111319506,-4.302855686406591e-05,-0.0014198426701346244,-7.408100583661633e-05,-0.0012358013966734414,-0.00010827427009021285,-0.0016406194109457514,-0.00013323414538476085,-0.0006526733256725076,-0.00015018221734182307,-0.0009168481792131059,-0.0001740059978980483,-0.00114116282426335,-0.00020292575003998242,-0.0014154694781685192,-0.00022977141935843646,-0.0007806163055811998,-0.00024479899087300264,-0.0006469553983827215,-0.00025500704010758215,-0.0003166776671949399
0.0,-1.8664436267091818e-06,-2.037695457543767e-05,-1.0757414406029844e-05,-0.000848653720394024,-4.119239993848997e-05,-0.0015848242821154786,-7.773728995841485e-05,-0.001702739749787516,-0.00011143380155797104,-0.0011086237332227945,-0.00013674389605046214,-0.0012206413873980854,-0.0001584432820277857,-0.0006439925022023784,-0.00017434409891297785,-0.0008225770931468514,-0.0001959963961654659,-0.0012738614489531633,-0.00022961144569176882,-0.0012401859212037352,-0.00025007445533485546,-0.0008109668172510257,-0.00026535117158212724,-0.0005589314106716838
0.0,5.453549867641583e-07,-3.439255492839968e-05,-1.1507519611691926e-05,-0.0007395466044597477,-3.913100494364392e-05,-0.0017221800970449565,-7.635266291860818e-05,-0.0015437516688812042,-0.00011255513061168177,-0.0015157258637635872,-0.00014089669814345855,-0.0009494366586388446,-0.00015949941617893033,-0.0008731106219103238,-0.00018151226223458647,-0.0009245474125047455,-0.00019976285812802716,-0.0007481254609787118,-0.00021841412244730612,-0.001013723186049919,-0.0002505195524977789,-0.0017308615517780705,-0.00029058606869926124,-0.0017558679921730067
0.0,-5.900241643504901e-07,-2.983079358186744e-05,-1.2561474459743912e-05,-0.0008595155192906139,-3.875039873939059e-05,-0.0015190285239918809,-7.403519122845102e-05,-0.0013990352374653584,-0.00010822256483916056,-0.0016303715615265096,-0.0001409959538615707,-0.001318260157056521,-0.00016759869677525878,-0.0008759381239644435,-0.00018556082166866866,-0.0007389794444368081,-0.0001970140001241098,-0.0004813224654377952,-0.00021736788352686294,-0.0012804985275683876,-0.00025445991555205595,-0.0019462473499893879,-0.00029995648278759407,-0.002000794643077481
0.0,-1.3675553511106079e-06,-2.4811706425482083e-05,-1.2372684943823831e-05,-0.000912485143469291,-3.807465024408853e-05,-0.001253389685526468,-6.903222510476074e-05,-0.0015061191893857488,-0.00010461065274075323,-0.0015119796301283287,-0.00014188565111388155,-0.0017883639698537711,-0.0001709145352441068,-0.0006971055762596071,-0.00018404329660187574,-0.0004628477431554642,-0.00019694310454557046,-0.000990163718986018,-0.00022648810474231032,-0.0013490790678809836,-0.00025900717001630904,-0.0015879609032201597,-0.0002954634371089204,-0.0015879391576233944
0.0,1.9222907365388032e-06,-3.08199052091414e-05,-1.0755190242562578e-05,-0.0007622996506359553,-3.254543578287333e-05,-0.0012811842932850864,-6.484109148538812e-05,-0.0016187489399151162,-0.00010730792255726036,-0.0018419646665380448,-0.0001396153051887361,-0.0010178421482481357,-0.0001606096406053796,-0.001034299327804157,-0.00018498081323055005,-0.0009791367065877315,-0.00020889118082331065,-0.001183498979508622,-0.000233826770054725,-0.001011833713502075,-0.00026121624748686795,-0.0013756407969102227,-0.0002897904052810156,-0.001166617716733766
0.0,1.1559405941931126e-06,-2.399971536051416e-06,-3.210391508281747e-06,-0.0005277426108555277,-2.915536637772124e-05,-0.0016517875930736991,-6.815910802848372e-05,-0.0016889067324080873,-0.00010255668626634682,-0.0012326356256981866,-0.00012771270467503223,-0.0012487600795074794,-0.0001584040183384778,-0.0011685091819053867,-0.00018714771451695429,-0.0015709802173997452,-0.00021730143930729585,-0.0010366597615520268,-0.000244108479138731,-0.0011321630094398712,-0.00026350734663209863,-0.0007976805957718852,-0.0002825586931862924,-0.0008338715957782087
0.0,-1.1232114114794097e-06,-3.104821127619427e-05,-1.1347732157631784e-05,-0.0006488355610730125,-3.1886090760653285e-05,-0.001212298456810619,-6.11156412401963e-05,-0.0012917305550771778,-9.087005337896016e-05,-0.0013258459908114756,-0.00012301179151693952,-0.0014829771328377947,-0.00015565801809702193,-0.0014694866500782897,-0.00019097575467825182,-0.0015024561209446969,-0.00022502288249455688,-0.0015242507889923144,-0.00025017156090965416,-0.0006908769411091235,-0.0002677472633169191,-0.0007517123222482336,-0.0002753349691669586,-9.669147565252712e-05
0.0,-1.2693664697578998e-06,-3.642594342238741e-05,-1.493662454597739e-05,-0.0009268415672467337,-3.54167283742383e-05,-0.0007972087689036901,-5.131356627314218e-05,-0.0008171583735855796,-7.952711529319193e-05,-0.0014848104813643512,-0.00011690275707778516,-0.0018800271358297813,-0.0001563692420942151,-0.0015779891704478094,-0.00019613852157847393,-0.0017788278398599632,-0.0002300475479222478,-0.0012332243613958917,-0.00025296927837340454,-0.0008493369898403504,-0.000270251492451473,-0.0005890392643246819,-0.0002799486526933412,-0.0003598297897695214
0.0,9.473331567026888e-07,-1.744023718523714e-05,-7.86058214425447e-06,-0.00064179399252043,-2.5865000824163004e-05,-0.0010167138287718901,-4.956645935893223e-05,-0.0009423236373875578,-7.360481801142801e-05,-0.0012143342689585473,-0.00010680463552109284,-0.001974849318246705,-0.00015904270322099952,-0.002143634848977668,-0.00020066124204617096,-0.001668680826941862,-0.00023141187781005977,-0.0010733884115673071,-0.00025502059150791525,-0.0008962757160998298,-0.0002722062163316242,-0.0007855566696570286,-0.0002902244009786724,-0.0007680007952683398
0.0,2.3285367184621113e-06,-1.2418615520536531e-05,-3.3785416433661045e-06,-0.0003108482174622621,-1.462384598568544e-05,-0.0007615956022198143,-3.790982909817754e-05,-0.0013879100470364219,-7.317208277120375e-05,-0.001564132854569372,-0.0001110655107505149,-0.0017539522853273158,-0.00015272867881671728,-0.002009617148363974,-0.00019843599042530113,-0.0018139453495074319,-0.0002344251354643886,-0.0013790278258379188,-0.0002564679758571501,-0.0006240134057987525,-0.00027629144854026744,-0.0011606054941546578,-0.0002996471670885029,-0.0009103946796346908
0.0,9.346171208565609e-07,5.854625752466497e-06,1.4782363566398881e-06,-6.724380516557574e-05,-6.586387337645625e-06,-0.0006154466459078682,-2.887312502662629e-05,-0.00151010590961112,-6.942809950456014e-05,-0.001823655311000993,-0.00011426617467692148,-0.0021251925383490113,-0.00015488479118570714,-0.0014306664183544168,-0.00019137646104470588,-0.0017894363366966245,-0.00022741838167429296,-0.0014471238497639242,-0.0002616568313594427,-0.0014236516952851512,-0.00028698385533178255,-0.000811423911629505,-0.0003005172594881469,-0.0004930120015969753
0.0,1.322940768909295e-06,1.730645301226415e-06,1.6570721469713e-06,0.00010574673869868894,-8.499726381260778e-07,-0.0007480128438237948,-2.773839508179962e-05,-0.0012516405506389052,-6.457388082690774e-05,-0.002072735674685051,-0.00011113180644121803,-0.0020241987943289655,-0.00015510028534662472,-0.0016189114330971033,-0.00018767355300793409,-0.001483427282526633,-0.00022479059275531043,-0.001715500938456269,-0.0002608456842448089,-0.0014162197793111645,-0.0002925164519789888,-0.001326647245665784,-0.0003165319711311935,-0.0009013285533610648
0.0,6.885680046311328e-07,4.157965784260097e-06,8.448622560422732e-07,-7.744393743541636e-05,-6.386962003271836e-06,-0.000541794758103809,-2.5512383276676522e-05,-0.0013500353700950625,-6.384062547144758e-05,-0.0016693880267663495,-0.00010372697402976298,-0.0019856666817411554,-0.00014618800456217115,-0.0017880536800376702,-0.00019087548840868748,-0.001915817054722007,-0.00022605536586406977,-0.0012813227312534867,-0.0002550354686448896,-0.0014390211903616875,-0.000295061154182014,-0.002003980517978227,-0.0003429646505619069,-0.0021561348036906957
0.0,1.6889097877570396e-06,-2.1055109632574625e-06,-1.924180390967544e-06,-0.0003484413922441349,-1.4581334941783157e-05,-0.000674782324877908,-3.1495466249694936e-05,-0.000929997322331656,-5.7240154457447355e-05,-0.0013194013632924126,-9.485136251939378e-05,-0.002019845155858804,-0.00014402812520411282,-0.0021084465505168417,-0.00018580217665377605,-0.0015733897425870334,-0.00022003944782702066,-0.0016237982609432007,-0.00025914484045107467,-0.0017033478644788705,-0.00030348146726844847,-0.002226826573415899,-0.00035043196974924955,-0.001927046746339696
0.0,-9.123031293730009e-07,-3.459532255840989e-05,-1.0545163976248539e-05,-0.0004261183296143077,-1.9652100464346553e-05,-0.0005338867630290889,-3.345450589115436e-05,-0.0007057151205476748,-5.8047950835496156e-05,-0.0014315618444630705,-9.216593999490225e-05,-0.0016296673365631404,-0.0001337691176829948,-0.001797894945760362,-0.0001731293861673673,-0.0018981771811654856,-0.0002192413799932193,-0.0020786587063493346,-0.00026710458055463876,-0.0020081038310131153,-0.000311220586212046,-0.0019930396449477136,-0.00035531783559591707,-0.001882028422818669
0.0,-2.3982504163442663e-07,-1.2341039158841472e-05,-5.778081440817969e-06,-0.0004626744844412858,-2.175338442842439e-05,-0.0008362189208668182,-3.951369670059196e-05,-0.0008846604163121549,-6.314723838469684e-05,-0.000985789353757132,-8.821630674037492e-05,-0.0013342857102482094,-0.00011802787816699591,-0.0014635891951689185,-0.00016518063566958155,-0.002467298076880258,-0.00021949306575062415,-0.0022993696764675286,-0.000271114046500596,-0.0022696409881491587,-0.0003194281657859128,-0.0019100551828651593,-0.0003615958061467545,-0.0018575511474291338
0.0,7.581704390466597e-07,-1.3137699205961693e-06,-2.8971721002117705e-06,-0.0004091798462665026,-1.9664752639696863e-05,-0.0011657984896185538,-4.820469641669237e-05,-0.0009628967989304217,-6.378923517370063e-05,-0.0006301311547677841,-8.124036903265298e-05,-0.0009962274021659686,-0.00011197025712272689,-0.0017581036393246657,-0.00015953428301715243,-0.002243161112294846,-0.00021472599347297796,-0.00272035826502794,-0.00027293306682042213,-0.0022562837763698213,-0.00032620318849050197,-0.002395859482582565,-0.0003723802275136397,-0.0018075780058648381
0.0,-1.124098285724571e-06,-2.9741804027814873e-05,-1.0644763960444012e-05,-0.0005737101942854488,-2.5133502525018734e-05,-0.0006766307046178225,-4.007695335136653e-05,-0.000757263357230618,-6.123361096530991e-05,-0.0009500680276139167,-8.215541601629342e-05,-0.0010727635799944492,-0.00011101363728920549,-0.001389334615671212,-0.00015354207296990033,-0.002436407330551471,-0.00020984738576095913,-0.0024570569220575835,-0.0002707723488521796,-0.0027472211726357054,-0.00032937673697830606,-0.002624562487032321,-0.00039572792604622876,-0.0030688733884925547
